midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber.	midrash.Pesikta_Rabbati.	midrash.Pesikta_D'Rav_Kahanna.	midrash.Yalkut_Shimoni_on_Torah.	midrash.Yalkut_Shimoni_on_Nach.	bavli.	yerushalmi.	text
4	10	1	0	4	5	2	5	ידב כי ירא ﭏהי אתה ומנין שע מלך א' ר' ברכיה הבה ביר' בשם ר' חני כת' ﭏ נ שוה ה עמר המר שהשוי הנ תי עה ה'צכ'' אש ועשו כסא והושי אותו מול עליהכ נאחכ ﭏ עמק שה ולא תמ אברהם בלבד ﭏא אפי שידרא לה'ה' נעשה מלך ומנין שהיה ירא שנ' וסת משה פניו כי ירא וכין שנעשה מלך שנ' ויהי בישורו לך זה משה אמ' נו ה'ה' משה מלך עש מה המך הזה כשהוא יוצא למלהמ הקעין לפני את כמשתהא מבקש לצאת למלוי יהו ו נעי לי הוי עשה לך שתי חצוצה וג' עוה לך מﭏל וה
7	8	0	3	3	4	14	6	לך לך את עושה בי מנר עושה אותבם לאח משתמש בהן אין משתמש בהן ה תדע לך יהושע שהיה תלמיד לא נשרמ בהן ﭏ א בשופר כשבא ליריחו נתכעסו לארץ ז את מנין ת' את הירד ותבוא ם ידיח וילרו וג' וכי שכת א היו בענכי יריחו שהוא אומ' בעלי ו אמ' ר' שנא בר נחמן ירירוו היוה ניגרה של רמד ישר אמרוה נכבשת היא מיד כו הממן נבבשת לפי נתכעוי יטיי ומה כר' שר וירע כלה עב ויתקעו בשוכי מלמד שאיו יההרי תלמיד ובי בהזל אפילו מישה עמי עד ש עוייו ז אמ' ר' ו הרי שנמיה אומ' כשהיה
8	20	1	4	3	14	6	5	עשוב ליפטר מן העול מה כתי היהי ﭏי את כל ראשי וג' ואיכן הן חב לתקוע בהן ולכנחם לא עד שהוא בחייו נגיי אמ' ר' יהושע דסיכין בשכם ר' לוי לקייב מה יאן שלטן יום ממות הי שפל חרו כסף את משתמש בהם אין בהם מקשה נ אותם דא מקשה תעעה ותי פי אם פ תתקשה כהם אר משתיר בהם כל ימיך דא' עשה לך שתי חרכו ות כי אי אדם משתמש בהם ﭏא אתה שאת מלך שנ' ויינמד הלוים על עמדם והשי' מ ומובר אמדו רבותי צוצרו שהרו בבי המקד אףי ה כהו אבל דוד הל היה משש כביה
7	7	1	1	1	6	10	15	שנ' בוי כבוי ע ה'בל ו אמ' ר' רייחס הכה בר' חמא הה שד לניי ממטו שו' ד וכשהיה נומד ליית בך בפה היה מקיש בו ר תלמי דדי עול'די' ויגתיעין לה ככוי ע ה ב מהו ב מפני כבודו של ירברי והיהי י אהי לי דוד א מלוהמיך זרו לין ע ' שעשות הייתין ה ךעורה כבי אין כדך מפני ום ﭏא ככודו שייו צדי אערה כל' בנין אדם השחר מורר את היה מעורר את השחר לכך נאמ' אעורה ו והיה עומד ומקלם לבוראו בצי הלילה שנ' לילה אקום להודות וג' אמ' דוד חייב אני ליש בחצי הלילה ולקלס
11	20	0	1	3	5	9	4	לך עלמה שעשית עם א יי מה כתי מ' בי ויהי בצי הלילה ויחרד האו אמ אר ל ליני לילין אמ' ר' יהודה בד שום אמרה לו בדברים אתה מוי אמ' לה חי העולים אני מויאך בדברים חי יוי מלמד שהשבי ליברו שה יה מקט רגו יצרו ואו' פ א תנוי והיאפ הרי הש שתזק לה מיד נשבי אותו עדי חם יוי איי נוג בה זו הלילה ולה בובי לכיו ﭏא ההדין נפשביני עלי צן שב אתה מר בדו בב שאנ בידו מה אמר דוד ואמ דוד חי יוי כי מם יו יגפנו או יוכו יבוא ומ או במלחה ירד
20	11	2	5	2	7	11	9	ונסתה למה ושני קממ אמ' ר' שמוﭏ ברננ היה ירו בא וא להו נפלת אתה בידו ל היה ממה עליך והיה הורגך מן הרה תי אתה נהי שהרי' רודך הוא לכיכך קכם שביע שבי פעמים חי יוי שאיני הורגו אמרו ישר' לפני הבה' דבנו שלעולם אתה יודע כחו יהרע שהוא קשה אמ להן ה'ב'ה' מקל קו איו קימעא בעולם הזה ואני מעבכירו מוכ ש ול סולו המשלה סקלו מאבן וכן הוא אומ' חול זדיתן פנו דרר הרימו מכשול מדרך עמי ולעולם הבא אני עור מכם והסירותי א לב האבן מבשדם וג כך ו ר' תנחומא בר אבא ויאמר יוי ﭏמשה
21	32	0	0	3	3	6	15	אשפה לי' שביעים איש וג' ילמדנו רבינו כמה אמות חיי אדם לעמור בפני הזקן כך שנו רבוי ר' אמות חייב אדם לעמוד בפני הזר שנ' מפני שינה תקוםוהדרת וג' וכורע לפניו ושוﭏ בישלומי בתוך ד' אמור ואי זהו הידור שאמרה תורה והדר פניזקן שלא יעמו במקומו ולא ישב ברוקווו ולא יהא סותר את דכיי וכשהוא שוﭏ בכהלבה שוﭏ ביראה ולא יקפון להשיב ולא יהא נכנש לי דבריו ישכל כרי יאיו נוהג ברבו כל המדות הכוומ רשע והתלמורו משתבח ושנותיו מתקצרות ולסוףך הוא בא לי עניות שנ' וטוב לא יה לרשע ולא יאריך ימים כל אשר איננו ירא מלפני ﭏהים מורא
17	32	0	1	2	4	24	9	זדה איני יודע מה הוא כשהוא אומ' נ שיבה תקום וג' הוי אומ' להלן אשר איננוי לי ﭏהים וחייכ להקדים לכל אדם בכניסה ולנהוגכו ייר וכבוד שנ' את יוי ﭏהיך תירא יג' ותניא ית לרכו בעלי תורה שאין לך מדה אחרת כיוצא בה וכן א אומר ואתן אותם ראשים עליכם מיכאן אתה למד שתנהג בו מנהג נשיאות לעמור מפניו ולהקדימו לכל דבר שבגדולה אמ' ר' אבא הכהן בר פפ שהיית רואה סיעה שלביני הייתי הולך בירר אחרת להטריח עליהם שלמ יהו רואין אותי ועומדין מלפנים וכ שימ י הדברים נפי ר' יושי בר זבידא אמר לי בי אתה לעבור לפניהם
33	33	0	0	3	3	8	6	ויהיו דואין אך ועומדי לפכיך ואתה מביאן לידי ירוה ש' מפני שיבה ים וג' למיה ש בןשלצדיקי מעלה שאן להם ירידה אבל מעתי ש עשו שכולה ירידה הוא אומ' אפרחו לחר ננן למחר קומום למחר סרדיו כן כל גדוניהי וכן הנביא אומר אם תגביה כשר אם בין כוכבים וג אבל מעלתו של יעקב מעלה שאין לה ידידה ואין קדושתם מר חלין לעולם וכז מיבא שהוקנים אחד משלשה עשר דב שה כתובי' לשמו של ה'בה' ﭏו הן הכסף והוהב והכהנים והלוי ישר והבכירות והמזבח והתרומה ושמן המשחה ואהל מוע ומלכות בית דוד והקרבנות וארץ ישר' והזקנים הכסך העלתך והזהב דכת' לי
10	20	1	0	4	4	3	3	הכסף ולי הזהב וג' הכהנים דכת' וזה אשר תעשה להם לקדש אותם לכהן לי הלוים דכת' והיו לי דלוים ישרﭏ כי לי בני ישר' עבדים הבמורות כי לי כל בכו מזבח מנין כתי' ש' מזבח אדמה תעשה לי תרומה ויקחו לי תרומה שמן המשחה דכת' שמן משחת קדש יהיה זה י וג' אה למועד לי מקדש הקרבכו את קרבנ לנ וג' להקרי י מלכות בית דוד כי ראיתי בני י מלך ארץ יש כי לי הארץ הזים אספה לי ע' איש ז'ש'ה' הבוה בשמים מעלותיו ואגודתו על ארץ יסדה ל'' לפלט שהיתה בויה על גבי הסיה כל זמן שהסתי מחוברות
26	27	0	1	4	3	6	6	שע גביהן עומדות הכופה בשמים מעלותיו אימתי בזמן שאימדתו על ארץ יסדה אימתי כסאו מבוסם למעלן בזמן ששר' עשויין אגודה אחת לכך נאמ' הבונה בשמים מעלותיו א ואגודתו על ארץ יסדה וכן הוא אומ' ויהי בישוו לכך אמ' לו ה'ב'ה' אוספה לי ע' איש למה שכי של צדיקים הנייה להם והנייה לעולם אבל כינוסן שלרובי תקה לעולם אספה לי ' איש בועה שאנ'ל ה''' נמשה אספה לי ע' איש אמ' משה היאך אני ושה להביא אותם מכל שבטים אם נביא חמשה מכל שבט ושבט אינן עולין למניין ע ואכם נביא ששה ששה עולין לחשבון עב ואם נביא ששה משבט זה
25	37	0	0	2	1	11	8	וומשה משבט אחר הרי אני מטיל קנאה בין ץ השב טיים מיה שה ניל ע פקין שכ' בהן זקן י חלקים ירכן בני בקילפי ואמר להם סאו לו תקיבםו כל מי שהיה בידו כתוב בו זןן היה יודע ינתמנה זק א' לו ר' נבחמיה עדין מחלוקת ב שיול נוממו לך היכן נתק אחר כתובבו זתן שו הה ש היה עולה בידו והיאך עשה אמ' לו ר' נחמיהך עשה שה נטל ע' ושנים פכקין ושנים חלוקי' ון בקילי ואמר להן בואו טולו בתקיבן אם עלה בידו נין בכתי' בו זקן היה יודע שנתמנה זקן ואם עלה בידו חלה היה יודיע שלא
28	32	1	2	4	9	13	14	נתמעה והממונה או לו הרי שם פ'ק אחר שכת' בו זקןן ﭏו הייתה ראי להתמנות היה עולה בידך כיון שעשה להםכך וקי ﭏדד ומידד היו ש ומיעטו את עצמן או אנו כדאי להיות במינוי הזקנים ועל שמיעיו את עצמן היו יתירין על הזקנים בה דברים הזקנים לא נתנבאו ﭏא למחר שנ' וﭏ העם תאמר התקדשו למח אבל ﭏו נתנבאו מה שעתי להיות בסשוף מ' שנה שנ' וישאר שני אנשים במחנה וג ומה היו מתנבאי' יא על מצלתו של גוג ויא' היו מתגבין ואומרי' משה מת ויהוע מכניס את ישרﭏ ל תדע לך שכן היו מתעבאין שכן יהושש אונ למשה שנ'
17	9	0	0	5	3	6	7	ויען יהש ן נון משרת וג וירץ הנער ויגד למשה י' ומי היה זה גרשום בן משה הזקןי לאי נכעסו לאן אבל ﭏ דד הוא ﭏידד בן מסליןו ומידו זה קמﭏ בן שין הוקיי א נתכרשו שמו ת וﭏו נתפרשו שמותן הזקיי פסקה נבואתן שהיתה מישל משה אבל ﭏו היתה רוח בואת משל הב'ה' שנ' ותנח עליהם הרוח והמה בוי וחזקנים משל משה דכת' ואצלתי מן הרוח אשר עלי שמא חישר מנבואתו של משה לאחסר כל משל לנר שהיה דלו והדליו ממנו עה נרות דליקתו לא דשו מ חיסר אף כךר מש שהיתה נבואתן של ע זקנים משלו לא חיסר
21	17	0	4	10	2	7	4	בואתו שנ' ולא קם נביא עוד בישר' וג' ה לי שבעי' איו וכי לא היה להם זקנים לשעבר והלא במצרי כע נאמ' לך ואספת את זקני ישר' ﭏא מבני מעה לו ה'ה' למשה אספה לי 'ע' איש וג' ללמדך שבשה שאמ' פרלעה הבה נתחכמה לו וישמו עליו שי משירם קבץ את מלישר' ואמר להר בבקשה מכם ו עמי היור בטובה הינו דכת' וי עכידו מצרים את ישר' בפר מהו בכר בנה רך פרעה נייל לומגנה ועושה בלבני והוא לא היה עושה מיד הלכו ל ישי' בזריזה ועשו עמו אותו היום בכל כחן ולפי שהיו בעלי כח גבים כיון שחשבה העמיד
7	37	0	1	17	1	2	3	עליהם שים מ להן חשבו את הלבנים מיד עמדו ומנו אותן יממ להם בזה אתם מעמידין לי כניום ויום מינה את הנוגשירם שנ מצרים על השוטים של ישרﭏ והשויים נתמנו על יתר העם וכשאמר להם לא תיסיפין לתת תבן לעם ללבן הלבנים וג' היו באי למויו את הלבנים אם נמצאו חסירי' היו מכין וש השוטרים שנ' ויוכו שוטרי בני ישר' והיו השטרי מוכי על יתר העם ולא היו מוסרין מותן שי והיו אומיןמוטב לו ללקות וﭏ יכשלו יתר הער ליכר כשמר לו ה'ב'' למשה אסתה לי ע' איש אמר לפני ה'ב'ה' רבוני איבי יודע מי ראוי ומי אינ ראוי אמ'
14	13	2	1	7	2	5	4	לו אש ידעת כי הם זק העם ושוטריג אותן הזקנים והשרטרים שמסרו ע במן ללקו על הציבור לנפיכך ונשאו ארך במשאח הער ל מד שהשוון הב'ה' למשה מיכן אתהת למד שכ מי שמוש עצמו על היבו סופו זוכה לכבוד ולגדולה ולרוח הקדש לכך כת' אשר ידעת כי היין העם וג' מן אותן שכת' בה ויוכו שהכטי בני ישﭏ אספה לי שבעים איש מזקני יש' והיכן היו און הראשונים זשה' ירוע כבירים לא חקר ויעמ אחרים תחתם עד שהיו במצרים והוי להם שבי זקנים שנ' לך ואסנר את זקני ישר' ועמהם יצאו ממצרים וכשנל ה משה לקבל א התורה היו מ
25	30	2	1	10	4	1	5	שנ' ויעל משה ואהרן נדב ואכיהוא ושביני וג' וﭏ הזקנים אמר שבו לנו בזה וג' כיון תנה עםש שירד לסוף ' כיון ששהה לירד שנ' וידא הער בי בשש משה ואין בשש ﭏא לשון שהייה ו מדוע בושש רבבו לבוא נתכנסו כל ישר' אצ הזקנים אמרו להן משה התנה עמנו לירד לארבעי יום והרי מ' יום ולא ירד ושש שעות יתר ואין או יודעין מה היה לו ﭏא קומו עשו לנו ﭏהים בחןעו ביון ששמעו כך אמרו להם מה את מכעיסין מי ויעוה לכ כל הנסים והנקלא לא שמעו לה והרגום ולפי שעמר גרן חוח בדברי קשיי עמדו עיו עוד
21	12	0	1	2	8	6	5	והרגוהו נתעסו כל ישר' נל' אהרן בטכסיס גדולה שנ' ויקהל הע על אהרן וג' אמ' ר' יצחק וה הקרט צווחת ואומר ונאתי קהל רעים וג'קום שה לו ואם לאו כזה אנו עוי ל כשם שעמד עלחור והרעהו כך אנו עושין לך כיון שרוה ין מה עשו לזקנים ולחור נתירא הרבה שנ' וירא אהן ובן מחכ לפעיו ﭏ תה קורא ﭏא ויירא אהק ומ שהרגו לזקנים ולחר שכן ירמיה מוכיח את ישר ואוו גם בכניך נמצו דם אבכיוים נקיים לא במחתרת מסים כי על כל ﭏה בשביל ﭏה ﭏהיך יש' ה מה ברע מהן ויגוף יוי את העם על אשר וג'
15	15	0	0	6	7	11	10	אחר זמן משסלח להם הב'ה' אמר לו למשה אספה לי ע איש תחת אתן ע' שהרגו על קדוש שמי הוא שת יוע כבירים לא חקר ויעמד אחרים תחתם אסנה לי ז'ש'ה' דברי חכמי' כדרבונית וכמשמרות נניםוג' כדור שלבנוה מהו כדור י ב מזרקין ו לל ולבין כך היו הדבית מזרקין סיי דא' כבוית מה דרן הוה מכוין את הרה מורויי ולשווד ארת התלמי אך דבכורי צש מכוונין את לומדיה לומר עלרב ה אסור אסור ועל המות מור וראין ניר והורו דברי חי' כדרבי שמות יש לו דרבן מלמד למה נקרא שמו מלמ שה י מלמד ארת הפרה לחירוש מרד שהוא
14	12	2	0	4	6	15	14	מייה דעה לכרה י ררן שהוא רר ים לפיה ליויש לכך נא' חכמי כדרבונות ואר ור כש שה כך דברין תורה וילילין תל וכמשמרות וע אמרו חכמים אסור לקר ית בספרים החיצונים שי ב יועים מה משמכמרורת הכהנים כ' משמאף הספרים כד לכך כתי' וכמשמרות נטועים ד'א ז במשמרות אם קבעת אותן כמסמר בלבך הן משמרין אותך בעלי אסותות ﭏו הסנהדרין ם ר הרי וה מתיר וזה אוסר זה מכשיר וה פוסל מטמאו וזה מטהר ר' ﭏעזר כמחייב ור' יהושע כוטר בית שמאי אוסרין ובית הלל מתירין למי אשמע אמ' ה'ב'ה' אע'כ' תנו מרועה אחד יי אספה לי ושה' אוהב
25	27	0	2	7	5	7	4	טהר לב חן שפתיו רעהו מלך לה א אמר אספה לי ע' אנשים ﭏ א ﭏו שבעים אש' יוחדים איתן שהיו דומים לי ולך יי מלחמה והאיש משה עניו מאד אספה לי שבעים איש וכי א היה להם זקנים קודם לכאן והרי בהר סייי דכת על זה ואהרן נדב ואביהוא ושבעי ו' והפרשה הזו אח כך היתה והיכן היו הזקנים ﭏא בשבה שבאי ישרﭏ לאותן הדברים שאמ' ויהי העם כמתוננים וג' ותבער בם אש יוי נשרפו זים שלהם באותה שעה ﭏא שהיתה שריפתן שרית כשריכת כדב ואכיהו שאף הן הקלו ראש ו להר סיני כשדאו השכינה שנ' ויחזו את הלה
24	35	0	1	2	2	4	19	ים ויאכלו וישתו וכי אכילה ושתיה היתה שם לד' ל שהיה משמש רבו ופרוסתו בידו והויה נושך ממנה כך הקלו את ראשן כאוכלין ושותין והיו רארין לה באותו היום הזקנים נדב ואביהוא ומני שהי יו מתן ת רה חביב לפני ה'ב'ה' לעיכך לא רצה ה'בה' ל בהן בו ביום לעשות פרצה בה וﭏ ה כילי בי ולא שלח ידו מכלל שהיו להשלח יד וכל לאחר זמן היו מהן נדב ואכיהוא א הן נשרפו כשנככ לאהל מוער והזקנים נשרפו כשנתאוו את התאו שנ והאספשוט אשר בקרבו האוו תאוה מהו וה ר' שמעון בר' אבא ור' שמעון בן מני א או אומר
12	16	1	0	5	1	9	9	ו הגוים שעלו עמהן מצרים הנאסי עמהן שנם וגם ערב רב עלה אתם ואחד מהם אי בוף ﭏא סנהדרין שנ' אספה לי שבעים א י שם באותה שעה ותבער בם אש יוי ותא בקוצים שבמחנה ומנין שאותן זקניםשעלו להר נשרו שנ' יתכער בפ עדתם ואין עדה ﭏא ש שנ' והיה אם ניי העדה וכתי' ונעלם דבר מעי הקה וכן הוא אומ' וא ﭏהים עלה בהם ויהג ממשמניהם בורי ישר' הכריע הבחורים שהיו קודמין זקנים שכ בה ויוסף עוד וג' וכשחזרו ובאו ובכו בקשו בשר אם נא מר בשר היה מה שבר שו והלא כל מה שבקשו היה המן נעשה לתך
22	27	0	1	9	4	10	5	פיהן טיבמו שנ' ויתן ם שﭏרם וג' והלא כבר נאמר וגם ערב רב עלה וג' ואם אכלום במדבר בכניסתן לארן והלא כתי' ומקנה רב היה לבני ראובן וג' מיכאן אמ' ר' שמעין בן לקיש לא היה בשר שנתאוו שכן הוא אומ' וימטר עליהם כער שאר ואין שאר ﭏא עריות איש אש ﭏ כל שאר הרי שכך בקשו להתור להם את העריות וכן הוא א וישמע משה את העם בכה למשפחותיו ו' וכשבק ן לפיכך ויחר אף יוי מאד וג' באותה שעה אמרר לפני ה'ב'ה' למה הרעות לעבדך לש בר היה עמי הזקנים במשואן של ישרﭏ ועכשיו אני לכדי לאו לבדי
17	22	0	2	7	5	5	6	שאת אתכם ואם ככה את עוה לי הרגני נא וג'' אותה שעה אמ' לו ה'ב'' אותן הזקים שנשי ו מנה אחדים תחתם אספה לי שבעיכיר וירדתי ודבת עמך שם להודיעך שיום שנתמעו הזקנים חביב נ ה'בה' כיום מתן תורה שכתו בו כי ביום השלישי ירד יי ואף במינוי הזקנים כת' בו ירידה ל ה' למלך שהי לו פרדס ונתן לתוכו שומר ונתן לו שכר שמירתו שישמור את הפרדס אחר זמן אמ' לו השומ א יכול לשמרו כולו לבדי ﭏא הבא לי עד אחרים עמי אמ' לוהמלך לך נתתי הכורד כולו לשומרו ול שכירות שמירתו ששמרת לי נתתילך ועשיו א אומר
31	34	1	1	5	1	11	9	הבא לי אחרים שישמרו עמי הריני אחרים שישמרו עמך והוי יודע אני וו מש שכר שמירה ﭏא מתוך שכר שנתתי לך מש הם נוטלין שכירותם כך אמ' לו ה'ב'ה' למשה ב שאמ' לו לא אוכל אנכי לבדי וג' אמ' לו ה'ב'ה' אני לך כח ודעת לפרנכם את בני ולא הייתי מבקה אי ﭏא כדי שיהא בך כח ודעת ותתיחד אתה באת גדולה ועכש אתה' מבקש אחרים הוי יודע שש אינן נוטלין כלום ﭏא ואצלתי מן הרוח אשר י ואעפ' משה לא חסר כלום תד של אחר ש ל ה'' הח לך אתיהיבן נו וג' וה מהיכ עליו ו הי ביהושע
19	21	0	0	4	3	11	10	ולה יבן ין מל רוה חכמה ' אמר ה'ב'ה' בעילם הזה יחידי עבב אבל לעולם הבא כלישר נעשי כביי שנ' ירי אחרי כן אשפוך את ריחי על כל בשר ו כךדרתנחומא בר אבא שכנ ישר' עתידי להתה בעולם וכן יהי רצי ונאמר אמ ה ל ילמדנויפיה מה' לפריש לם הגדול קודם השבת' ימים כך שנון לבותי אין מכליגין יבת החכיכה לים הגדול ג' ימים קודם לשבת בזמן שהוא הולך למקים רחוה אבל אם מבקש לפרוש כמו מצו לצידה מכ לו לרוש ואפי בעב שבת מפני שהרבר ידוע שההא יכול ליכ מבעך יום בשלוחי הרשות ואם היה שיח מצוה מותה לו
10	20	0	1	7	4	4	8	לפר בל איזה ירצה למה מכני שהא שלידן מצוה יח מציה דוחה את השבת וכן אתה בצלה ששני שלוחי מצוה פכטורין מי ה סוכה שאין לך חביב הבה' כשליח שהו משתלח לעשו מצוה ונותן שו בדי שיצליח בשליהים ואין לך בני אדם שנשתלחה מנה כאין השנים ש כ יהושעכן נון ש' ויי יהושע בן נון מ וג' ומי היו פינחס וכל ב ו ובשם וה צלייחו ב וי ן מלמרשניבישו קדריין והי וח הרי קדירו מי שרונה יבוא ויקנה כל כך למה כדי נ ירגיש אדם ב שהר מרגלים שנעו' וילכו בית אשה זונה ועיה ושכבו שמה כיון שקכלה אותם
5	6	0	0	2	4	3	4	רחב שמג' המלך שבא לתור את הארן שנ' ויאמ למלך יריח רלאמר וג' לחפור את האד כיון שהלי לבקשר ה עשת רחם נכטנה אותם להטמינ אמר לה י''הם אני כה והכהנים נמשלו במלוכים שנ' כי שפתי כן ישמרו דעתו' ותמחלכים כל זמ שן מברשיר הן נראין אינבומבש להטמן ﭏח הטמיי לכלב' חביריואני יבה לניהם ואינן רו אותי ם עשתה מין שנ' ותקח האשה ארת שני ותצלם אין כי' ﭏ ותצצו הרי שלא הט בכ לשניהם ﭏא י כיב ותצנו כביכוו אמ' הב'ה' א הטמ ל שלויי כﭏ המנר לכך נאמ' ות צפו הרי ﭏו נתנו נפשם כי לעאח צ שלי
13	12	0	0	2	5	11	3	אבל אותן ששלה מכה היו שלוחשב כי שקראו בענ לך אנשים ויתורו ד'א' ש לך אנשים ז''ה' ישו בל אבירי לב ' ומהו אשתולע אבירי לב ﭏו היו משה ואהרן שהלכו המרגלים בשלחון מיד עמד בלכוישית כל אתן האכלוסין ויהס כל את הער לאמ מהו ויהס ﭏא עמד לו על הספ ל והיה משתקן ואו' הס וה שתר לשמוע ממרהר אמ' לרן ובה הור מאד מאד מר ה'ב'ה' למשה טובה גדולה א לכלם שנ' וולתי כלב בן פשנה וג' מהו וולתי כלכ ב זה לזה איתי יותר מששים רבוא אחד מכם אתם א מצאתם ידיכ ﭏא נשליתם לכך אשת ללו
16	29	0	0	7	11	9	9	אבירי שלח לך אנשים ר' אחא הגדול' פתח יבש חציר וג' למה הדבר למלך שהיה לו אוהב והנה עמו אמר לו בוא לך עמי ואני נותן לך מתנה הלך עמו ומ האוהב אמר המלך לבנו של אוהבו אעפ' שמת אבי ﭏא אני איני חזר במתנה שהתניתי עמו ליתן לו בחא תה וטול אותה כך המלך זה מלך מלכי המלכים בה' ה'ה זה אברהם ש זרע אברהר אוה בי מ'' לו ה'ב'ה' בוא לך עמי שנ' לך לר מארץוממ לו התנה עמו שה' נותן לו מתנה שנ' קום התהל בארץ לארכה ולחבה וכן הוא אומ' כי אר כל הארך אשר אתה
8	8	2	0	3	4	10	5	ו' אמ' ה'ב'ה' למשה א''פ' שהתניתי עם האבות שאני נן להן את הא ומתו ﭏא אני א חוז בי יבואו ויטלו אותם אמור להם שיוה להם מרגליר נ' שלח לךאנשים לקים מה שנ' יבש חכי וג' שﭏו האבות שנמשבו ביר שנ' אכ חצי הע ﭏ הבה' א'פ' שמת האבות ﭏא אני איי הה ודבר ﭏה יקום לעול דא' שלח לך אנשים ו'ה' כחומ לשינים וכעין לעינים וג' ניכרים הם ﭏו הם שהיר מוציאי' לשון דע על הארץן שן כת' וידרכו את לשונם קשתם וג' להד' לעשיר שהיה לו כרם שהיה חאה שהיין יפה היה אומר לאריסו הכנסם את י באורצ
23	7	1	0	9	5	9	4	ושהיה דואה שהוא עתיד לעשות חו אומ' הכניסו את היין לבתיכם כך כשה ה'ב'ה' לזק שן צדיקי' קרא אותם לשמו למה שהיו כשיים ה' צוה ויאמר יוי ש מ אספה לי ע' איש וכשראה את המרגלים שן עתידין לחטוא קרא אתן לשמו של משה שנ' שלח לך אנשים ז'שה' מקצה דגלים חמס שותה שולח דברים בבי כסיל וכי כסילי די הרי כת שלח לך אנשים ובכל מקום שכת' אשי בני אדם צדיקים הן מן הכא ויאמר משה ﭏ יהושע בר לנו אנשים ון כת' בישי והאיש בימי שאול זה בא באשים וכן חנה אומ' ונתתה לאמתך זרע אני ולﭏו א
21	23	0	0	13	7	11	4	קורא כסילים ﭏא לא נקראו כמסילים ﭏא מפני שהוציאו דיבה על הארץ שכת' ומוציא דבה הוא מסיל אפיו ן בני אדם גדולים היו ועשו עמן לי עליהם משה אמ' כי דור ההפוכות המה ומנין שנכחר מכל ישרﭏ מפי הבה' ומפי משה שן כ' ואקח מכם שנים עשר אנשי וג' ומנין את אומ' שהיו צדיקי' בבי ישר' ובפני משה ולא רצה לשלחם מדעתו עד שנמלך בהבה על כל אחד ואחד פלו משבט פלו אמר לו ראויים הם ומנין שאמ' לו ה'ב'ה' ראויים הם שנ' וישלח אותם משה ממדב וג' ואחר כך לסום ארבעי' יו הפכו ועשו כל אותה הצרה והן וגמו
15	19	4	1	5	3	9	5	לדו שילקה פפה אותה המכה שנ' כי דור תהוכו המה ולפי שנבררו צדיקים ולא עמדו במימהן ﭏציאו דבה ואמרו על שם משה שנ' שלח לך וכת' אחר אומ' ﭏה שמו האשים אשר שלח משה לכך שלה לך משה ﭏה שמר האשי דא' שלח אשים מה כת' למעלה מן העבין ותדבר מרים ואהרן במשה ואחר כך שלח לך אשי ז'שה' לא ידעו ולא יבינו כי טח מראות עוניהם וג' מה ראה להסמיך מעשה מרים למעשהמרעים לפי שהיה צפוי לפני ה'ב'ה' שהן באין ואומרי' לשון הרע עלהארץ אמ' ה'ב'ה' שלא יהיו אומרי לא הייוודעי' עונשו של לשון הרב מהו לפיכך סמך ה'ב'ה'
13	14	0	4	8	7	6	5	העב הזה לזה שדיבה מרים באחיה ולקת בצרע כדי שירא וידבו הכל עונשו של לשון הרע ש בקשו לומר לשון רע יהו מסתכלים מה שנעשה במרים ואע'כ' לא רצו ללמר מן מרים ישנ' יאח נסעו העם מחצרר אחר שראו כ במו רשו ללמוד לכך נאמ לא ידער ול יכי וג' לכך כתב ה'ב'ה' שיה המרגלים אחר מה שנ' של' ך אנשים דא' שלה לך אנשים אע'' שאימ' לו ה'ב'ה' שלח לך ﭏ לא היתה זיד מן ה בה' שילכו למה שכבר אמר להם עיסקה של רץ ישר' שנ' כי יוי ﭏהיך מביאך וג' וכן הוא א הארץ אשר אתה בא
8	15	0	3	9	6	9	4	שמה' לרשתה ועד שהן י מ' להם עיסקה של א ישר' וארד להציו מיד מצרי' וג' וכת' ויי הולך לפניהם יומם וג' ומהו שלח לכר אנשים אלא הן שבקשו דכר י ה שבשעה שהובו את התחומים אמ'ו הב ראה תן וי ﭏהיך לפניך את הארץ באיתה שבה קרבו כלישר' לפני משה שנ' ותקרבו ﭏי כולכם ותמרו ניולחה ו נשים וג' זש' ולא שמעו א מצותי וימנשו לשמוע ולא זברו פלאת אשר עשיתי עמהם וכביכול את היית תר להם שנ ו הולך לפניהם וג' וכן הא אומ' וארין ברית ו לפניהם דרך שלשת וג' ואמרו שלחת אנשים כשיים ﭏא שלא האמינו
33	40	0	0	6	4	15	9	בתורה וכן דוד אומ' לא האמיו ובתורתו מאנו ללכת ר' יהושב אומר למה היו ת ישרﭏ דומין למלך שזימן שזימן לבנו אשה ה אה ובת טובים ועשירה שאין כמוה אמר לה המלך לבנו זמי לך אשה נה בת טובים ועשירה שאין במוה אמר לו הבן ﭏך ואראה אותה שלא היה מאמין לאביו מיד הוקש הדבר והרע לאביי אמר אביו מה אעשה אם אומ אני לו איני מראה אותה לך עכשיו הוא אומ' כעורה היתה לפיכך לא רצה להאותה לי לסוף אמ' לו ראה אותה ותדע שנא כזבתי ל ובשביל שלא האמנתה בי קונםס שאין אתה רואה אתה בביתכך ﭏא לבנך
