midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_d'Rabbi_Yishmael	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Otzar_Midrashim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Sefer_HaYashar	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifra	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Tanna_debei_Eliyahu_Zuta	midrash.Vayikra_Rabbah	midrash.Yalkut_Shimoni_on_Nach	midrash.Yalkut_Shimoni_on_Torah	text
0	1	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	30	24	0	0	0	0	0	0	0	0	1	1	0	0	8	3	רמה בהםנפט שחיו ואחרכך השליך עליהם בליסטראן ברד ואחרכך העמיד עליהם כובשים ארבה ואחרכן חבשך בפלקיות הושך ואחרכן הוציא הגדול שבהם והרגו מכת בכטורות ר' לוי חתניה דר' זכריה אמ' כאשר שמע למצרים יחי' כשמע צור א"ר אליוזד כל צור מלא במקר בצור המדינה הכת' מדבר וכל צר חסר במקרא ברומי הרשעה הכת' מדבר ר' לוי בשם ר' חמא בר' חנינא מי שפר' מן הא' הוא יפרע מן האחנים מה מצרים דם אף אדום כן נתתי מופתים בפמים ורארץ ז ואש ותמרות עשןמה מצרים צפרדע אף אדום כן קול מ' שאון מעיר קול מהירל קולײו ושלם גוול לאו מה מצר
1	0	0	0	0	1	0	0	1	0	0	0	0	6	24	1	0	21	9	0	0	0	0	0	0	0	1	0	0	0	0	9	3	כצי אף אדום כך ונהפכו נחליה לופת ועפרה לגפרית היא אומ' לופת בוע' תותועפר הארמ מה מצרים ערוב אף אדום ערוב כך וירוה קאת וקיפוד וג' מה מה מצרים בך אף אום כן וואת ההיה הן הן' המגפה אשר יגוף ײ את כל הגוים מה מצרים ברד אוף אדום כן וגשם שוטף ואבניאלג אלבב'א אלגבייו וגו' מה מצרים ארבה אף אדום כן ואתה בגאדם כה אמר ײ אמור לצפור כל כנף בשר גבורים תאכל ואכ בש' וש' דם ואכ' חלב לשבע ושתית' דה לשיכ' מה מצרים חושך אוף אדום כן ונטה עליה קו תוהו ואבני בהו מה מצרים הוציא הגדול
0	1	0	0	0	0	0	0	0	0	0	0	0	10	5	2	0	21	10	0	0	0	0	0	0	0	1	1	1	0	2	18	2	שבהם הרגו אף אדום כן וירדו ראמים עמם ופרים עם עתורים א"ר מאיר וירדו רומים כיהנה החשך יכסה ארץ וערפל לאומים ועליך ידרח ײ וכבודו עליך יראה ר' אחא בר' כהנא אומ' חשך ואפילה שמשו נאריץ מצרים שלשת ימים ומה טום ויהי חושך אפילה וג' אבל תוהו ובחו לעשמשו בעולם הזה ויכן עחיד לשמש בכך גדול של רומי ונטה עליה ו תהו ואבני בוהו ורנניו אמרין אוות העולם ישמא קיבלו את התורה שנית' מתוד החשך עליה אומ' כי חוה חחשך יכסה ארץ וערפל לאומים אבל ישר' שקבלו אותה מתוך החשך עליהם הא אומ' ועליד ארח ײ מצות העומר מה יתרוו
1	1	0	0	0	1	0	9	2	0	1	0	6	4	6	0	0	18	7	0	0	0	0	0	0	0	1	1	0	0	1	4	2	לאדם בבל עלמל עמלו שיומל תחת השמש אר בנימן בר' לו בקשו חכמוים לונון ספר קהלת שנמצאו נו דברים שהם מטים לצד המנות אמרו כן היה צריך שלמה לומ' מה יתמון לאדם וג' יכול אף עמלה של תורה רכל חורו ואמרו אלו אמ' כשהוא אומ' רכל עמלו בעלו או מע איו ושתק היינו אומ' אובל בעמלה שו תורה עעוליא' הוא א"ר שמואל נר' ייחק בקשו חכמים לגנון ספר קהלת שמציוו דבר שהן ושן לתךסתונ אמרו כך היה שלמה צריך לומ' שמח י בהור בילדותיך ויטבך לבך כי בחו' וזלנועסובחובמ עינ' ומשה אמ' לא תתורו אחרי לבבבם וג' שלמ' אמר והלך
0	0	0	0	0	0	0	9	0	0	0	0	2	3	9	2	0	15	1	0	0	1	0	1	0	0	0	0	0	0	1	24	6	בדרכי לבך וג' הותרה הרצעה ליתזין ולית דיין וכאן שאמר שלמה ודע כי על כל אלה ביא אלהים למש' יפה אמ' שלמ' ד"א מה יחרון לאדם א"ר' יודן תחת השמש אין לו למעלה מן השמש י ומ מור' הוו' ורא' אחא רשם ר' חלפתי עול הוא תחת השמש אוצר הוא למעלה מן השמש ר' לוי ורבנן ול' אמ' כל שביר' מגדלין מצות ומוושים ובים בעולם הזה דיין שהק' מזריח להם את השמש וזרח השמש ובא השמש ורבנן אמרי כל מה שהצדיקים מגדלים מצות ומעשים טובים בעולם הזה דיין שהק' עתיד לחדש פניהם כגלגל חמה ואוהבא כצאת השמש בגבורתו א"ר יואי
0	1	0	0	0	1	0	17	0	0	0	0	1	17	21	3	0	32	1	0	0	0	0	1	0	0	0	3	0	0	6	11	14	בנוהג שבעול אם לוקח לו לירה בשר מן השוק כמה הוא אע כמה הוא מצטער עליה עד שלא יבשלה והיביראות ישינים על מיטותיהם והק' משיב רוחות ומעלה עננים ומוריד גשמים ומפריח טללים ומגדל צמחים ומזדשן פירות ואין אתה נותן לו את העומר א"ר פנחס בנוהג שבעולם אדם מכבם את כסותו בימות הגשמים כמה יגיע בה וכמה צער הוא מצטער עליה עד שלא ינגבה והביריות ישני' על מיטותיהם והק' משיב רוחות ומעלה עננים ומוריד גשמים ומפריח טללים ומגדל צמחים ומדשן פירות ואין את נותן לו את העומר א"ר אבון בוא וראה כמה היו ישר' מצערין עצמן על מצות העומר דהנן תמן
0	0	0	0	0	0	0	1	0	0	0	0	0	5	3	0	0	13	20	0	0	0	0	0	0	0	0	1	0	0	5	10	9	קצרוהו ונתנוהו בקופות הביאהו לעזרה והיו מהבהבין בו את האור כדי לקיים בו מצות לי דנרי ר' מאיר וחכמ' או' בקנים ובקולחות חובטין אותו כדי שלא יתמעך נתנוהו לאיבו ואובו היה מנוקב כדי שיהא האור שולט בכולו שרוחוהו בעזרה והרוח מושבת בו נתנוהו לריחים של גרוסות והוציאו ממנו עשרון שהוא מנופה בשלש עשרה נפה א"ר לוי הרי שעמלת וחרשת וזרעת ונכשת וכסחת ועדרת וקיצרת ועמדת ודשת ומשית אותה ערימה אם אינו מוצא לך רוח מענ שתזר מחיכן אותו האיש חי הוי אין אתה נותן לו אלא שכר והרוח מה יתרון לו שיעמל לרוח א"ר אליעזר כת' לא אמרן בב' בלבבם
1	0	0	1	0	0	0	13	0	0	0	0	0	1	3	0	0	13	19	1	0	0	0	0	2	0	0	4	0	0	0	31	4	נירא נא את ײ אלהינו הנותן גשם ארה ומלקוש בעתו שבומות חוקות קנר' יש בו' לנוהנותן יהב לכן כולה לית אתון צריכין ליה מן כזין שבועות חוק"ו קניר ישלנו מן השרב מן הרוחות הקשים מן הטללים הקשים ואילו הן שבע שבתות תמימות אימתי הן תמימות בזמן שאין ישוע ושכינ' בניהם א"ר יהושע בן לוי סנטרך אנא לית את יהב לי סנטרותי א"ר לוי או מגירסך אוא לית את מטעם מן תבשילך נידע מן אינון צריכיו הוא שחוד אמ' גשם נדבות תניף אלהים נחלתך נלא' יות כונ' אם גשם היא צריכה תניף אלהים נחלתך ונ'ל א"ר ברכיה אמ' הק' לישר' בויי
0	2	0	0	0	2	0	1	0	0	0	0	0	4	8	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	4	12	6	כשהייתי נותן לכם ל לכל אחד מכבם עומר לגוגלת ועש ועכשיו שאתם נותנים לי את העומר אין לי אלא עומר אחד משלכם כולכם וא עוד אלא שאינו משל חנוים אלא ול שעורים לפיבך משה מזהיר את ישר' ואומ' להם והבאותם את עומר אשר קצירו רעב יאכל ואל מצינים יקחהו וג' אשר קינירו זה מרוךד רעב יאכו זה אברהם אבינו ואל מציצים יקחהו בזין ולא במגו אלא בתפילה ותחתי ותר ותחנונים וישמו אברם כי נשבה ר' שמעון בן לקיש בר' קפרא אליעזר לבדו היה אליעד' בני מטרא שמונה עשר ושלש מאות ושאף צמים חילם מי דחק בממונו של נמרוד אברהם וכל
1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	24	33	0	0	0	0	1	1	0	0	2	1	0	7	27	1	המצומתיך לו ד"א אשר קנירו רעב זה פרעה רעב יארל זה משה ואהרן ואו מצינים יקחהו לא בזין ולא במגן אלא רתפיה ובתחנונים ויאמרי אל משה מה תצעק אלי וא ישאף צמים חיל מי דח בממונו של פרעה מה ואהן וכל המאומתיך לחם ד"א אשר קצירו זה סחון ועוג רעב יארל וה משה ואחרן מצצו יק' ולא בוון ול במלחמ' אלא בתפילה ותחנונים ויאמר לו ל אל משה אלתון פ אותו כיבידך נתתי אותו שאף צמים חילם מי דחק לממנם של סיחון ועוג משה ואהרן וכל המצו' להם דא אשר קצירו רעב יאכל זה ע סיסרא רעב יאכל זה זברה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	34	0	0	1	0	0	0	0	0	1	0	0	3	20	1	וברק ואמ' מצינו יקההו לא ברא' ולא ולא במגן אלא בתפילה ובתחננים מו שמים בלחמים הככבים ממסילותם נלחוו עם ססרא ושאה צמים חילם מי חק לממונם של סיסרא דברה וברק וכל המל להם ואמ' מצינים יקחהו לא ביזין ולא במ'ל אלא בתפילה ובחחנונים ויתפלל חזקיהו המלך וישעיה בן אומוץ הנביא ל דאת ויזעקו השמים ושאף צמים חילם מי דחק בממונו של סנחריב חזקיה וישעיה וכל המצו' להם ד"א אש קצירו זה המן רעב יאכל זה מרדכי ואתר ואל מצאי' יקחהו לא בין ולא במגן אלא בתפילה ותחנו' שק ואפר יצע לרבים ושאף צמים חילם מי דחק לממונו של המן מרדכי
1	0	1	0	0	3	0	0	0	0	0	0	0	2	4	0	0	21	22	0	0	0	0	0	0	0	0	3	0	0	15	8	4	ואסתר וכל המצו להם דא אשר קצירו אלא מכים שלשים ואחד מלכים רעב יאכל וה יהושע וכלב ואלמציצים יקחהו לא בוין ולא במגן אלא בתפילה ובתחנונים ויאמר י אל יהושע קום לך למה זה את נופל על ושא צמים חילם מי דחק לממונם של מלכים שלשים ואחד יהושע וכלב וכל המינו להם וכי באאזה וטת זכו ישר' לירש אתאת ארין כנען הוי אומ' בזכות העומר לפיכך מוהיר משה לישר' והבאתם את עומר והניף את העומר לפני ײ לרצונכם כיצד היה מויפו ר' חמא בר' עוקבא בשם ר' יוסי בר' חנינא מוליך ומדיא כדי לבטל רוחות קשות מעלה ומוריד כדי לבטל
0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	23	22	0	0	0	0	0	0	0	1	0	0	0	10	8	11	טללים קשים ר' סימון בשם ר' יהושע בן לוי מוליך ומביא למי שהעולם טולו שלו מעלה ומוריד למי שהתחתונים והעליוים שלו ר' אין א' אדה ור' נחמיה הוא ר' יעקב בר' אובייא בשםר' יודה בר' סימון ר' יוחנ וריש לקיש ר' יוחנ' לעולם לא תחא מצות העומר קלה בעיניך שעל ידי מצות זה אברהם וירש את האורין כנמן ונתתי לך ולורעך אחריך וג' על מות ואתאת בריתי תשמר ואיזה זה זו מות העומר רש לקיש אמ' לעולם לא תהיו מצות העומר קלה בעיניך שעל ידי מצות העומר עשה הק' שלום באן איש לאשתו הוא היה הה"ד והביא האיש את אשתו
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	20	28	0	0	0	0	0	0	0	0	0	0	0	1	22	1	אול הכהן והביא את קרבנו על ואיזו זו מצות העומר רבבהו אמרי לה ר' סימון ואמרי לה ר' יהושע בן לוי אמ' היא שרמדה להם בימי גזעון ויבא גדעון והנה מספר לרעהו חלום ויאמר הנה חלום חלמנו והנה צלל לחם ועורים מתהפך במחנה מדיי וירדא עד האהל ויפל ויכ' ויהפך למערה ונפל האהל מהו אלול לחם שעורים רבנן אמרי על עצלל עליהם אות חהדור מן הצדיקי' ובוכות מה ניצלו בוכות צליל לחם שעורים ואיזו זו זו מצות העמר ר שמואל בר' נחמן היא שעמדה להם בימי חזקיה והיה וכו מעבר מטה מוס' אשר ינח' ײ על ב י בתופ' ובכינורות
0	0	0	0	0	1	0	0	0	0	0	0	0	5	12	1	0	16	22	0	0	0	0	0	0	0	0	0	1	0	5	19	2	ובמל תנו' נלח וכי יש מלחמ' תנופה באותו הדור הוי אל זו מצו העומר ורבנן אמרי היא שעמדה בימי יחוקאל ואתה קח לך חטים ושעורים ופול ועדשים ודוחן וכסל' ונתת אותם בכל אחת' ושה אותם לך ללחם מספר הימים אשר אתה שוכב על נדך שלש מאות ים ות' יס תאב' מהן ללחם ריבה בה שעורין ר' שמואל בר' נחמן אמ' דברים שהם מריצין את בני מעים שמו' אמ' תמז תגינן אמרין עבדין מנה חוזרה לכלבה לא טעמא שאלה מטרונה את ר' יוסי וז חלפו' וומרה לו כמה צער נצער אותו צדיק כמה עבדים כמה שפחות יש והן מבזבוין במאכל ובמשת
0	0	0	0	0	2	3	0	0	0	0	0	0	3	3	1	0	18	30	0	0	0	0	1	0	0	1	1	0	0	9	17	7	אמ' לה להודיעד שכל מקום שיש בטער הצדיקים הווין עמם בצער ר' לוי אמ' היא שעמד לחם בימי המן שראה מרדכי להמן שבאה לקראתו והסוסם בידו אמ' אני דומ' שהרשע זך בא להרגיני אמ' לתלמידיו בידחו לכם שי תבבו נגחלתי אמרו לו בין לחיים ובין למות עמך מהאנו עשה נתעטף ליתו ועמד לו להתפלל אתא ההוא רשע וי' ויתיב ליה גביהון אמ' להון כמה אתון עסיקין אמרו נמאות העומר שהי ישר' בבית המקדע אמ' להון וזמה הוה הזין עומרין זכסף ודהב דחיטין ושעור' מ' לו דשערין אמ' להוך ובכמה חות טימיה דידיה בעשרה קנטרין או עשרין קנטירין אמרין ליה כגי
0	0	0	1	0	0	9	0	0	0	0	0	0	4	1	0	0	19	18	0	0	0	0	1	0	0	0	0	0	0	3	8	11	בעשרה מנוי אמ' להון קיימין נצחיי עשרתי מנכון לוושרתי אלפי קנטורי זכספין כאון דחסיל מד מצלי אלסב לבוש הדין לבושה אל ומה את מבזי מלכא איתבר נש דלביש כלירא דמלכא דלא פחתי אוי בלני ולא אשכה מה עבך אסר סו זוסתיה ול ואסחיתיה בתר דנפק אל סב ליש הזין בלילא אל סב לבוש הדין כמלא אל ומה את מבזי מליבתא אית בר נש ולביש כלילא דמלכי הלא מספו אזל בעי ספרולא אשכח אזל לבייתיה ואייתי מוי ספירה ויתיב ליה מספר ליה שרי מתוח ל ו ליה דאבוה דהחוא גברא מעבד קומספנטון קימסלט' עבד בלני וספר א"ל ומה היא שאילה לך
0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	13	25	0	0	0	0	0	0	0	0	0	0	0	3	8	5	לית אנא חמיתיה אבוה דההיא גברא בלני וספר עשרים משתים שנה ברסר קרינוס ואת משכח דאילין מני ספירה דדיה אל קום רכוב על חחדין סוסיא אל לית ביה חילא דאנא גבר סב אמ' לית אנא ובר סב אל ולאאת גרמרת לנפשו אמ' ליה קום דוד דאנא ממון דקליואת דריס עלוי ופליק ורביב למקימא לכון מה דא כתבא ואת על במותימו תדרוך כיון שרכב על הסוס התחיל מקלס להק' ואומ' ארוממך ײ כידיליתנו ולא שמח' אובי' לי לי אלהי ישועתי אם צעקתי בלשה נגדך ײ העלית מן שאול נפשי חיית מירדי בור תלמידיו מה הי או זמרו לײ חסידיו והו' לכר
0	0	0	0	0	1	0	6	0	0	0	0	0	4	7	3	0	5	4	0	0	0	0	0	2	0	0	0	0	0	0	12	1	קושו כי רוו באפו חיים ברצונ נערבילין בכי ולבקר רנה אותו רשע מה היה אומ' אני אמרתי בשלוי בל אמוט לעולם ברצונך העמ' להר עוו הס' פג'הינכמ' אסתר מה היא היתה אומ' אליך ײ אקרא ו' ואל ײ אתחנן מה ביע בזמי ברזתי אל שתלתי פר הגיד אמיתך ישר' מה הי אומ' שמע ײ וחניני ײ היה עודר לנו הפכת מפפדי לשחלליתשני שמה אר פנח דיע ית לי הוסיק למעו ימרז כנוד דוסא ראה בניעירו מלין נדרים ונדבות בירושל ואמ' הבל מעלין נדרים ונדבות לירושלם ואני איני מעלה מה עשה יצא לעיר וראה ישם אחת ידקה וסתמה וכירכמה אמ' עלי
1	1	0	0	0	2	0	20	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	1	7	0	0	1	0	0	0	38	2	לעלותה לירושלו נודוגו חמשה בני אדם אמ' להם מעלין אתם לי את האבן לירושלם אמרו לו תן לנו חמש סילעין ואנו מעלין לך ואת אבנך לירושלם אמרו בקש ליתן להם ולא מצאן שהלטו להם מעלים את'ם' לי את' לשעה וימן הק' מלאכי השרת בזמות בני אדם אמ' להם מעלים אתם לי את האבן האזת ל הזאת לירושל אמרו לו תן לנו חמשים סלעים ואנו מעלים לך את אבנך לירוש ובלבד שתתן אאדמד עמנו נתן עמחם אצבעו ומצאו עומדים בירושל בקש ליתן להם הצ הסלעים ולא מצאן נכנס ללשכת הגזית אמרו שמאמלאי השרת היה עליופסוק זה חוית איש מהיר במלאכתו וגו'
2	0	0	0	0	0	1	0	0	0	0	0	1	3	5	9	0	3	8	0	0	0	0	0	9	0	1	0	0	0	0	7	2	ד"א חזית אוש מהיר במלאכתו זה שלמ' שנזרזר במלאכת בית המקדש דכת' ויבנהו שבע שנים והא כת' ואת ביתו בנה שלמה שלש עשרה למה נמצאת את אומ' מיופיה בניין שלמה מבניין בית המקוש נזזרד ר' חונא בשם ר' יוסף אומ' הכל מסיעים למלך אפילו וחות ר' יצחק בריה דר' יהודה בר' יחז' אמ' כת' בנה בניתי בניין בניתי א"ר ברכי ותבית אשר היו בונים אין כת' כאן אלא והבית בחבנותו מאריו היה נבנה האבן היתה מסעת עצמהוועולה ונותנת בראש הדימוס ש' אבן שלמה מסע נבנה א"ר אבהו אל תחמת והתיית אנ חרושת על פום גובא וכר יש אבנים בבבל אלא
1	0	0	0	0	1	0	2	0	0	0	0	0	9	11	2	0	0	4	0	0	5	0	0	11	0	0	6	0	0	0	14	2	מאריץן ישר' פרחה וישבה על פי הבור מאי טעוא אלהישלח מלאכרה מה אם לבבוד בשר ודם נעשה ן שי ה ירים ד לכבוד מלך מלכי המלכים הק' לא כל שכן לפני מלבים יתיצב ובל יתיצב לפני חשובי זו בת של רשעעים א"ר יהושע בןלוי בשעה שנימנו וגמרו שלשה מלכים וארבע' הדאטות אין להם חלק לעולם הבא בשו למנות שלמ' עמהם יצתה בת קול ואמרה אל תגעו במשיחי ולא עוד אלא שמתייחסים בשלשה יחסי' ובן שלמה רחבעם וג' א"ר יודן ולא עוז אלא ששרת עליו רוח הקדש ואמ' שלשה ספרים הלו משלו וקהלת ושיר השירים שר השידים וג' תחת אבותיד יהו
0	0	0	0	0	1	0	0	0	0	0	0	0	3	6	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	35	2	וג' אתה מוצא צדי מוליד נדיק רשע מוליד רשע רשע מוליד רע צדיק יש לו משל ויש לו מקרא יש לו משל סרכה תניתה ויש לו מקרא יש לו משו מה ילדתה היפרשת קרואי בישתה מיוה ויש לו מקרא כאשר יאמר משל הקדמונים מרשים יצא רשע צדיק מוליד רשע יש לו מקרא וישלו משל מולידין דלי דכותחין מרביין ולא דמין להון לו מקרא תחת חטה יצא חוח תחת שעורה באש וג' רש מוליד צדיק ישלו מקרא ויש לו משל יש לו משול ניא דאפרק ארד לו יש לו מקרא תחת הנעצוץן יעלה ברוש ותחת הסרפד יעלה הדם אבל שלמ' מלך
1	3	0	0	0	1	0	4	0	0	0	0	0	5	10	6	0	3	0	4	0	0	0	0	6	0	0	5	0	0	0	21	4	בן מלד חכם בן חכם צדיק בן צדיק אאוגניס בן איווגניס את מוצא מה שכת בזה בכת' בזה מה שאירע לזה אירע לזה זה מלך ארבעים וזה מלך ארבעים זה מלך על ישר ויש ויהודה וזה מלך על ישר ויהודה זה מלך מסוף העולם ועד סופו וזה מלך מל מסוף הולם ועד סופו זה כתב ספרים וזה כתב ספרים זה אמר שירים וזה אמ' שירים זה אמ' משלות משלות וזה אמ' משלות זה קילס באן וזה קילס כאן זה בנה מזבח וזה בנה מזבח זה הקריר קרבן וזה הקריב קרבן וזה בנה היסוזות וזה בנה העליות ר' סימון ור' יהושע
2	0	0	0	0	7	0	5	1	0	0	0	1	2	1	0	0	0	0	0	0	5	0	0	10	0	0	3	1	0	0	24	3	בן לוי את מקרבו לאביו בכל צד מה אבא גם ײ העביר א חטאת ולא תומ' אף זה מוצוו ו שרת עליו רוח הקדש ואמ' שלשה ספרים הללו משלי וקהלת ושיר השירים לב חכם יטל נו עליו פיהו פומיה מחכים עליה משלו משל לחבית שהוא מליאה אבנים טובות ומרגלקוואואלן חם יודעמה בחוכה כה כך היה לב שלמ' מלא חבמה ולא היה יודו חכמתו עז ששרת עלאו זח קדש וידעו הכל אות חכמתו ועל שפתיו וסיף לקח שהוסיף על דברי תורה מה לתוד לעשות תייר לחכמה הכמא דאת שלח לך אנשים ויתורו וג' מאן דקרי נאל לוריה לתור ולהותיר הדין פויטיי
0	1	0	1	0	1	0	9	0	0	1	0	1	2	1	0	0	1	0	0	0	1	0	1	14	0	2	2	0	0	0	25	4	כך הוא עבד אלפכיטה זימנין דהוא מחסיל זימנין דלא מחסל לה כרם שלמ' רד הוא עבד אלפכיטוא הוה מתממי ליה חמש' איך אתין ויהי שיו חמשה ואלף ויהי שארו של אלף חמשה ולא בדברי תורה בלבך היה שלמ' תייר אלא על כר אשר נעשה תחת השמש כגון היא ממתקים את החתורמוסים אמ' לוי הק שלמ' אחרי דברי תורה יילתה חייך איני מקפיח את שכרו ושרת עליו רוח הקודש ואתר שהיה קהלת חכם וג' אילו אחד אד אמרו היתה צריד לכוף אנד לשמע אותם ואותר שאמרו שלמה אילו מדעתן אמרו היית צריך לרוף אונך ולשמוע אותן אלא שאמרו ברוח הקדש איזן
1	5	0	1	0	1	1	0	0	0	1	0	2	2	6	0	0	0	1	0	0	0	0	0	20	0	0	2	0	0	1	22	7	דברי תורה חיקר דברי תורה עשה אזנים לחור את מוצא עד שלא עמם שלמ' למה היו דברי תורה דומין רב נחן תרתיין רב נחמן אמ' פלטין גדולה שהיא שהיה בה פתחין הרבה כל מישהיה נכנס בתוכה היה טועה דרך הפחח ודא פקח אחד ווטל את הפקעת והלאה אחר הפתח והי נבנסים דרך הפקעת רד עתה שלין עמד שלמה לא היה אדם יבול לסבול דברי תורה וכיוו שעמד שלמה התחילו רל העם סובלים את דברי תורה רב נחמן' הורונחמן אמ' להושה של קנים שלא היה אדם יכול ליכנס בה וכא פקח אחד ונטל את הוגל וסח התחילו הכל נכנסין דרך הכיסוח
0	2	0	1	0	3	0	0	0	0	0	0	1	3	5	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	4	4	ואצאוים דרך הביסוח וג' א"ר ינאי לקופהגדות מלאה פירות ולא היה לה אוזן לא היתה יבולה לעמוד ולהטלטל עמד אחד ועשה לה אזנים התחילה מיטלטלת לפי אזניה כך וג' א' לוי לקיימין גדול שהוא מלא רותחין ולא היה לו אזן ולא היה יכול להיטלטל ובא פקח אחד ועשה לו אוזן והחחיל מוטל על פי אוזנו כך וג' א"ר נחוניא לבאר עמוקה שהי מימיה יפין וצונים ולא חיה אדם יכול לולות לשתות משה ובא פקח אחד וסיפק חבל לתלות משיחא למשיחה ודלה ממו ושתה כך מדבר למשל ממשל למשל עד שעמד שלמה על דברי תורה הה"ד משלי שלמה משליתה ושלמה ורבנן
1	1	0	1	0	3	0	0	0	0	0	0	2	11	7	0	0	2	1	1	0	2	0	0	26	0	2	9	2	0	5	8	10	אמרין אל יהי המשל המשל הזה קל במיניך שעל ידי המשל הזה אודם עומד על דברי תורה י משל לאדם שאיבד מרגלית טובה בתוך דיתו לא על ידי פתילה באיסר הוא מוציאה כך המשל הזה קלהוא על ידי המשל הדה אדם עומד על זדרי תורה א"ר יודן כל מי שהוא אומ' דברי תורה ברבים זורה שתשרה עליו רוח הקודש ממי אתה למד משלמ' על ידי שאמ' זברי תורה ברבים זכה ששרת עליו רוח הקדש ואמ' שלמ' ספרים משלי קהלת ושיר השרים אם תבקשנה בק' בכסף וג' אם אתהא מחפס אחר דברי תורה כמומונים הללו אין הק' מקפח את שכרך משל
0	1	0	0	0	2	0	0	0	0	0	0	2	7	5	1	0	0	1	0	0	0	0	1	13	0	2	4	0	0	0	5	13	לאדם י מאבד סלע אופילדין בתוד ביתו אינו מדליק כמה נרות כמה פתילות עד שהוא עומד עליהם והרי דברים קל וחמר וחומר מה אילו שהן חרי שעה אדם מדליק שני נרות עד שהוא עומד עליהם על דברי תורה שהן חיי עולם הזה והעולם הבא על אחת כמה וכמה הוי אם תבקשנה בכסף א"ר אלעז' מימוי לא קידמני אדם לבית המדרש ולא הנחתי שם אדם ויאאתי פעם אחת מצאתי את הזבלים ואת התבנים אמרתי אם תבקשנד בכסף אנו לא מזבלין ולא מתבנים מתנונם ר' פנחס בן יאיר אומ' זריות מביא אדם לידי נקיות נקאות לידי טהרה טהרה לידי קדושה קדושה ליי
0	0	0	0	0	1	0	3	1	0	0	0	9	2	4	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	ענוה ענוה לידי יראת חטא יאת לידי חסידות לידי רוח הקודש רוח הקדש לידי תחיית המתים זריזו' לידי נקיות וכתר נקיות לידי טהרה וכפר עליו הכהן וטהר טהרה וידיר קדושה וטהרו וקדשו קדו' לידי ענוה שוכן עךד וקדוש שמו ענוה לידי יראת חטא עקב ענוה יראת ײ יראת חטא לידי חסידג' וחסד ײ מעולם ועד עולם על יריאי וג' חסידות לידי רוח הקדש אז דברת בחזון לחסידיך רוח י הקדש לידי תחיית המתים ותתי רוחי בכם וחייתם תחיית המתים באה על ידי אליהו זכ' לנוב וזתת לעדדך לב לשמע וג' אמ' לו הק' שלמה שאלת ולא שאלת עושר וכבוד ונפש
1	1	0	0	0	0	0	10	0	0	0	0	0	6	8	2	0	3	0	0	0	0	0	0	11	0	0	0	0	0	1	37	0	אויביך אלא אלא אמ' ל הק' החכמ' והמדוו נתון לךד ועל ידי כן עושר ונכסים אתן לך מיד ויקין שלמ' והנה חלום וג' א"ר יצחק חלום עומד על כנו ציפור מצבנו ויודע מהו מצבנו חמור נוהק ויבא ירושלם ויעמד וג' א"ר יצחק מיכן שעושין סעודה לגמרה של תורה וג' שיר השירים וג' ר' אייבו ור' יהודה בר' סימון ר' איבו אמ' שיד חד שירים תרין הא תלתא שירים ר' יהודה בר' סימון שיר כול חזא ואילין אינון תרתין חורנייתאו שי המעלות לשלמ' מזמור שיר החנוכת הבית לדוד הוינן סברין למימר דוד אמרה שהוא תולה אותה בדוד נ' מר' כמגדל דוד
