Tanakh.Commentary.Abarbanel	Tanakh.Commentary.Bekhor_Shor	Tanakh.Commentary.Chizkuni	Tanakh.Commentary.Daat_Zkenim	Tanakh.Commentary.Ibn_Ezra	Tanakh.Commentary.Paaneach_Raza	Tanakh.Commentary.Radak	Tanakh.Commentary.Ralbag	Tanakh.Commentary.Ramban	Tanakh.Commentary.Rashbam	Tanakh.Commentary.Rashi	Tanakh.Commentary.Rosh	bavli	midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai.Additions	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Vayikra_Rabbah	minor_tractate.Avot_D'Rabbi_Natan	minor_tractate.Tractate_Derekh_Eretz_Rabbah	minor_tractate.Tractate_Kallah_Rabbati	minor_tractate.Tractate_Soferim	mishnah	tosefta	yerushalmi	text
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	מה עשה אותו חסיד המתון בעצמו עד שאכלו האורחין ושתו צרכיהן רצו לברך ברכת
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	חתנים אמ להן לא לברך ברכת חתנים באתם על בני בואו וברנו ברכת אבלים  לא
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	להכניס את בנ לחופה באתם בואו והכניסוהו לקבורה  דא ויהי ביום השמיני זשה בדיק
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	כתמר יפרח  זה אהכן שנא והנח פרח מטה אהדן  כל האי לנות נוטעין אותן ומעלין
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שרשים מכל צדדיה  כך היה אהרן נטע ועושה שרשים ומה הן השרשים אלו בניו של אהרן
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	שנא אלעזר בנו פנחס בנו אבישוע בנו  הוי אומר צדיק כתמר יפרא  היכן בטע שעשועי
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	בבית י דכתי ומפתח אהל מועד לא תצאו  לכך נאמ ויהי ביום השמיני  אמרו רבותי
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	כל שבעת הימים שהיה משה עומד לפני הבה בסנה אומרלו מתוך הסנה לך בשליחותי והוא
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אומ שלח נא ביד תשלח  חייך אני פורעה לך שבשעק שתהא משמש תהיה סבור בעצמך
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שאתה משמש ככהונה גבולה ואני אומ לך קרא לאהרן אחיך שישמש לכך נאמ קרא משה
0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	לא הרן ולבניו  יש קריאה לגדולה שנא קרא משה לאהרן ולבניו  אמ לו משה כך אמ לי הבה
0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	למנות אותך כהן גדול  אמ לו אהן אתה יועת במשכן ואני נעשה כהן גדול  אמ לי אעת
0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	שאתה נעשה כהן גדול שמח אני כאלו אני נעשה כהן גדול  שכשם ששמחת לי בשעה
1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	שאמ לי הבה ועתה לך ואשלחך אל פרעה  אמ לו הבה לך יהיה הדבר שמור אותו  אמ לו
0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	משה בי יי אתה מעביר עלי השליחות שאחי גדול ממני ואני הולך לפרעה  אמ לו הבה חיך
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	שאמרת תאר שהוא גדול ממך אלא אעפכ וראך ושמח כלבו  אמ ר שמעון בן יוסאי
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	אמ הבה הלב ששמח בגדולתו של אחיו יתנו עליו אבנים טובות שנא ונשא אהרן את
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	שמות בני ישראל בחשן המשפנו על לבו  לפי צל שכעת הימים שהיה משה עסוק במשרן
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	הוא היה זורק את הדם ומקטיר את החלבים אמ לו הבה מה אתה סבור שאתה נעשה
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	כהן גדול קרא לאהרן משה ולכניו ולזקני שישמש לכך נאמ ויהי ביום הח קרא משה
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	לא הרו ולבניו ולזקני ישראל  ולמה קרא לוקני ישראל לגדלו בפני הזקנים  אמלו
2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	הבה קום קדא לזקעים ומנה אתו לפניהם שלא יהיו אמרי מעצינו נעשה כהן גדיל  אמר
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	עקיבא עושלו ישראל כעוף מה העוף הזה אינו פורח בלא כנפים כך ישראל אינם יכולים
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	לעשות שום דבר בלא זקניהם  אמ ר יוחי בן חלפרא גדולה זקנה אם זקנים הם חביבין
1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	הם אם נערים הם נטפלה להם ילדות  דאמ ר שמעון בן יוחאי לא במקום אחד ולא כשני
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	מקומות מצינו שחלק העקום כבוד לזקנים  בסנה כתי לך ואסרת אל זקני ישראל  במלה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	כתי ובאת אתה וזקני ישראל  בסיני כתי עלה אל יי אתה ואהרן נדב ואביהוא וזקני
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	ישראל  במדבר אספה לי שבעים אש מזקני ישראל  אף לעתיד לבא חולק כבוד
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	לזקנים שנא ונגר זקניו כבוד  ויאמר אל אהרן קחלך וכו  פי ר תנחומא למה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	לא אמר פר אלא עול לפי שעל העגל נתפקקה הכהונה בירך ובעגל היא מתקיים
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	בידך  ולא עוד אלא שלא יהו ישראל אומרי ישלהם עונות ממעשה העגל לפי אף הם
0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	יקריבו עגל שנא ואל בני ישראל תדבר לאמר קחו שעיר עזים לחטאת ועגל וכביש
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	בני שנה  שידעו ישראל שנתכפר להם מעשה העגל  אמ הבה בעולם הזה נתכפר
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	מעשה העגל עלידי קרבן ולעולם הבא אני מוחל עונותיכם שלא בקרבן שנא אנכי
1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	אנכי הוא וגנ   יין ושכר אל תשת  ההד אל תרא יין כי יתאדם למה הוא מצוה על היין
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	שכל השותה יין יותר מדאי חבורות ופצעים ובושה וחרפה באות עליו  ואחחתו דם 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	נאה מבחוץ ורע מבפנים ולא תאמר שהוא יפה מכפנים כשם שהוא יפה מבחוץ על
0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	זה נאמר אל תרא ייןכי יתאדם  כי יתאוה לדם נדה ולדם זיבה  כי ירן בכוס עינו בכיס
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	כתי השבור כותן עיניו בכוס והחנוני כותן עיניו בכיס  יתהלך במשרים  סוכו למבור
1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	כל חפיצי ביתו ואת כל כלי תשמישו ולא ישאר לו כלום והבית ריקם מן הכל  וסופו דהוק
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	עכד ביתיה מישרא מן הדא קידרא דנחשא בסופה דחספא עבד ומזבין לי ושתי חמרו
0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	מן טמיתיה  ר יצחק בר כפורא בשם ר אמי אומ סוף שהוא מוכר את כלי יתו ושותה
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	יין  אמרין בניה לית הדין אבונא שביק לך כלום  אמ ר אחא מוור באחד שהיה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	מוכר כלי ביתו ושותה בהן יין אמרין בניה לית הדין אבונא שבק לו כלים
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	אשקוניה ושכרוניה ויהבונה בחד בית עלם עבריו שבויין לא טעינין יומר לתרע בית
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	עלם שמעין אנגריא במדינתא פרקין טעניהון בגו בית לולם ואולין למחמי קלא
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	במדינתא ויתער משנתיה חמא ויף  היבת ליה מן ראשיה שרא פומא ויהב ביתיה
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	בבומיה בתר יומין תלתא אמרין ליה אנן חזינן מה אבונא עביד אזלין אשכחוניה
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	וחד זיקא יהיבת בפומיה אמרין אוף הכא לאש ביק לך ברייך הואיל ויהב לך לית אנן 
0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	ידעין מה נעביד לך עסיק ביניהון תינוקא כל חד וחד הוה מנשק ליה חד  ומא  אחרתו
0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	כנח שישך  מה הנחש הנח כושך לאדם ואינו מרגש לשעה וכשהוא מתחלך לביתו המכה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	לתחלסלת ב  ובצפעוני כ יפהיש  מה צפעוני זה מפכש בין מיתה לחיים  כך היין הפריש
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	בין אדם להוק למיתה  דאמר יהודה אותו עץ שאכל ממנו אדם הראשון ענבים הז  ההד
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	ענבימו ענבי רוש אשכלות מרודות למו  הללו הביאו מרורות לעולם  דא מה צפעוני זה
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	מעריש ביו מיתה לחיים כך הפריש היין בין אהרן לבניו למיתה  דתניר שמעון לא מתו
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	בני אהרן אלא שנכנסו שתויי יין לאהל מועד  ר פנחס בשםר לוי אומ רן של למלך
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	עהיה לו בן בית נאמן ומצאו עומד עלפתח חנוייות והתיז את ראשו בשתיקה
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	ומינה בן בית אחד תחתיו ואין אנו יודעין מפני מה ררגהראשון  בך ותצא אש מלפני 
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	ותאבל אותם ואין אנו יודעין מפנימה מתו  אלא שצוה לאהרן ויאמר לו יין ושכר אר
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	5	תשת  מכאן אנו יודעין שלא מתו אלא מפני היין לפי אמ הבה לשראל בעולם הזה היין
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	סימן קללה  ולעולם הבא אני עושה אותו שמחה שנא והיה ביום ההוא יטפו ההרים עסים 
0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	ואת שעיר החטאת וכו  אמ להם שחטתם למה לא אכלתם  אם לא הייתם עתידין לאכול
0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	8	0	0	0	0	0	0	1	למה שחטתם  מיד ויקצוף משה  וידבר אהרן אל משה הן היום הקריבו את חטאתם ואת
0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	עולהם לפני יי  אמ לו היום מתו בני היום אקריב קרבן  אמ היום מתובני היום אוכל
0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	קדשים  היטב בעיני יי  מיד וישמע משה וייטב בעיניו  דברו אל בני ישראל
0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	לאמר  ר שמעון בן יוחאי פתח עמד וימודד ארץ ראה ויתרגוים  מדד הבה את כל 
1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	האומות ולא מצא אומה שהיא ראויה לקבל את התו רה אלא דור המדבר  מדד הברה
1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	כל ההרים ולא מצא הר שהוא ראויל שרות עליו שכינה אלא הר המוריח  ראה ויתר גוים 
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	רתנחום בר חנילאי אומ התיר להם את האיסורין ואת השקצים ואת הרמשים  משו
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	למה הדבר דומק לבעל הבית שהיה לו גורן והיה עמו חמור וכלב  טען עליהם
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	מן התבואה הכלב היה משלהי ולאהיה יכול להלוך מן המשוי שהיה עליו  חזר בער
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	הבית והקל מעליו כדי שילך במהרה  ולא הועיל לבעל כלום אלא הכלב עדיין משלהי
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	ואינו יכול להלך כיון שראה הבעל כך עמד והתיר עליו כל המשוי  כך הבה כיון שראה
0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	את האומות שאין בהם לחלוחית ואינן מק יימין את המצות ואת החקים מיד עמד והתיר
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	להם את הכל את השקצים ואת הרמשים ואת כל העבירות לפישהם מוכנים לגיהי נם 
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	אבל ישראל אומ להם והייתם קדושים  אל תשקצו את נפשותיכם  את זה תאבלו  ואת
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	זה לא תאכלו  וזה לכם הטמא בשרץ השורץ על הארץ  מלמד שתפש הבה כל מין ומין
0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	והראה לן למשה ואמ לו זה אכול וזה לא תאכל  שנא זאת החיה אשר תאבלו  וזה אשר
0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	לא תאכלו כיון שאמ לו הזהיר את ישראל שלא לאכול דכרים טמאים שלא יטעך יצרך
1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	הרע לומ שכל דברים טובים אסר הבה לישראל  אמ איוב מי יתן טהור מטמא לא אחד 
1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	כשהתיר הבה את השור ואסר את הומל מי יוכל לטמא או לטחר אלא הוא  מיעשה
0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	כן  מיגזר כן לא אחד  לא יחירו של עולם  בוא וראה מתחלת ברייתו של עולם הי
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	מותר שנא בירק עשב נתתי לכם את כל  ומעת שעמדו ישראל על הר סיני הרבה
1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	להם תורה ומצות לותן להם שכר טוב  את הגמל ואת הארנבת ואת השכן ואת החזיו
0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	את הגמל  זו בבל כי מעלת גרה הוא שמגדלת לדניאל שנא ודניאל בתרע מלכא ואר
0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	השכן זומדי  כי מעלה גרה הוא שמגדל את הצדיקים ומי הוא זה הצדיק זה מרדכי שנא
0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	ומרדכי יושב בשער המלך  ואת הארנבת זויון  כי מעלת גרה היא שמגדלת את הצדיק
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	זה אל סבנד רוס מקדון  אלסכנדרוס מקדון כד הוה חמי לשמעון הלדיק אומ ברוך
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	יי אל הישל שמעון הצדיק והוה קאים על רגליה  אמרין ליה מן הדם יהודי את קאים 
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	אמ להם בשעה שאני יוצא למלחמה דמותו אני רואה ונוצח  ואת החזיר זו אדום הרשעה
