line_text	mishnah	bavli	tosefta	minor_tractate	midrash_tannaitic	midrash_amoraic	yerushalmi
לרעך כמוך כל מי שאיפשר לבקש רחמים על חבירו ואינו	0	14	0	0	0	0	0
מבקש נקרא חוטא שנ גם אנכי חלילה לי מחטוא לײ  אם	0	9	0	0	0	0	0
חכם צריך שיחלה את עצמו דכ כי אין חולה מכם עלי ואין	0	12	0	0	0	0	0
עולה לאזני  ואי בעית אימ מהכא  ואני בחלותם לבושי	0	11	0	0	0	0	0
ותפלתי אלי ישוב  ואעפ שהם רשעים וחוטאים צריך לבקש	0	6	0	0	0	0	0
רחמים עליהם שישובו בתשובה  ור מאיר בעא רחמי עליהו	0	2	0	0	0	0	0
ואהדרצהו  כל העושה מיצוה בחבירו מעלה עליו הכתוב	0	0	0	0	0	0	0
כאילו עשאו נגופו  משל למה הדבר דומה למלך בשר ודם שצד	0	0	0	0	0	0	0
צפור נתנו לאחד מעבדיו אמ לו הוי זהיר בצפור זה שאם	0	0	0	0	0	0	0
אין אתה נזהר בה אני נוטל נשמתך תחתיה  כך אמ המקו	0	0	0	0	0	0	0
לישר דברי תורה נתתי לכם אם אתה משמרים אותה מוטב	0	0	0	0	0	0	0
ואם לאו הריצי נוטל נשמתכם תחתיכם שנ השמר לן ושמור	0	0	0	0	0	0	0
נפשך מאד  ואומ כי לא דבר רק מכם כי היא חייהם	0	0	0	0	0	0	0
א ר יהוד בר סימון רמח איברים ישבך ורמח מצות כנגד	0	0	0	0	0	0	3
אם אתה מקיים המצות אני מקיים את איבריד שנ	0	0	0	0	0	0	3
שומר כל עצמותא אחת מהנה לא נשברה  כך אמ דוד	0	0	0	0	0	3	0
אשרי אדם אשר לא יחשב לו עון  ע בירות שהתורה	0	0	0	0	0	3	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
כד גבא רישא נחתיה וקטליה  אר זירא מאי דכתי קטן וגדול	0	0	0	0	0	3	0
שם הוא וענד חפשי מיודונא  כל המקטין עצמו בדברי	0	9	0	0	0	0	0
בעולם הזה נעשה גבול לעולם הבא  וכל המשים עיצמו	0	10	0	0	0	0	0
בעבד על דנרי תורה נעשה חפשי לעולם הבא  כתי לא	0	10	0	0	0	0	0
אהיה חובש לא אהיה מחובשי עינמן בבית המדרש	0	6	0	0	0	0	0
ובביתי אין לחם שאין בידי לא מקרא ולא משנה ולא תלמוד	0	10	0	0	0	0	0
בשבת פ כל כתני	0	9	0	0	0	0	0
נדול כח השלום משל למלך	0	4	0	0	0	0	0
בשר ורם אם יש לו שונא מבקש רעתו  אבל המקו עושה שלו	0	0	0	0	0	3	0
שיום מכעיסים אותו הם ישנים וכל הנפשות עולות איצלו שנ	0	0	0	0	0	6	0
בידך אפק  דרוחי פדית אותי  וכתי יושר בידו נפש כל חי	0	0	0	0	0	5	0
ובבקר מחזירו לכל אחד ואחד שנ נותן נשמה לעם עליה ולא	0	0	0	0	0	7	0
עוד אלא שאם בשר ודם אין הרעה זדה מלבו  אבל המקום	0	0	0	0	0	4	0
ראה שהיו המצריים משעבדים את בניו כטיט ובלבנים	0	0	0	0	0	3	0
וכת בתורה לא תתעב מצרי וכתי עושה שלום במרומיו	0	1	0	0	0	0	0
מ עשה היה בר מאיר שהיה יושב ודורש בערב שבת הלכה	0	0	0	0	0	2	0
אשה אחת לשמוע  כשחזרה לביתה היה לילי שבת	0	1	0	0	0	0	0
ומצאה הנר שלו כבה אמ לה בעלה היכן היית עד עכשיו	0	0	0	0	0	6	0
אמרה לו שמעתי את ר מאיר דורש  והיה אותו האיש	0	0	0	0	0	8	0
ליצן  אל כך וכך אין את נכנסת עמי במטה עד שתל כי	0	0	0	0	0	8	0
ותרוקי בפניו של ר מאיר יצתה לה מביתה  נגלה אליהו זכו	0	0	0	0	0	8	0
לטוב לר מאיר ואמ לו הרי האשה שבאת לפניך יצתה מבית	0	0	0	0	0	5	0
בשבילך והודיעו כל המעשה  מה עשה ר מאיר הלך וישב	0	0	0	0	0	6	0
מביתו לבית המדרש הגדול ובאת אותה אשה  והתפללה	0	0	0	0	0	2	0
שם  וראה אותה והכירה ועשה עצמו מתפהק ומתגהק	0	0	0	0	0	3	0
אמ מי יודע ללחוש לעין הרע  אמרה זאת האשה אנכי	0	0	0	0	0	4	0
יודעת  באת ללחוש רקקה בפניו של ר מאיר  אמ לה ר מאיר	0	0	0	0	0	5	0
זיל אמרי לבעליך שרקקת בפניו של ר מאיר ולכי התרצי לב	0	0	0	0	0	8	0
לבעויך הלכה וכן עשתה  הרי כאה גדול כח השלום  וכן	0	0	0	0	0	7	0
תמיצא באהרן הכהן  א והב שלום כיצד  מלמד שי הא	0	0	0	0	0	5	0
אדם אוהב שלום בישר בדרך שהיה אהרן הכהן שהיה	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
רודף שלום בין כל יוחד ואחד שנ נשלום ובמישור הלך אתי מה	0	0	0	0	0	0	0
תל ורבים השיב מעון מלמד שהיה אהרן מהלך בדרך פגע	0	0	0	0	0	0	0
באדם רע או רשע נותו לו שלום  למחר בקש אותו האיש	0	0	0	0	0	0	0
לעבור עבירה ואמ לעצמו אוי לי איך אעבור ואשא עיני ואר	0	0	0	0	0	0	0
ואראה בושתי ממנו שיתן לי שלום  נמנע אותו האיש מלעבור	0	0	0	0	0	0	0
עבירה  וכן היה עושה לשני אנשים שהיו להם מריבה זה עם	0	0	0	0	0	0	0
זה היה הולך אהרן ויושב אצל אחד מהם  ואו לו פלו ראה	0	0	0	0	0	0	0
חבירך כמה מתחרט אל לבו ומחנק עצמו ומתלש בשערו ואומ	0	0	0	0	0	0	0
איך אשא עיני ואראה את חבירי בושתי ממני שאני הוא	0	0	0	0	0	0	0
שסחתי עליו דברים שלא האו בו וכך היה יושב אצלו ומוציא	0	0	0	0	0	0	0
כל קנאה מלבו  ושוב הולך אעל חבירו ומדבר עמו כעניין זה	0	0	0	0	0	0	0
וכשפוגעין וה את זה חבקו וגפפו ונשקו זה את זה  שנ	0	3	0	0	0	0	0
ויבכו את אהרן שלשים יום  ו רורף שלום כיצד  מלמד	0	0	0	0	0	0	0
שהיה רודף שלום בין כל אחד ואחד מישר שנ נקש שלום	0	0	0	0	0	0	0
ורדפהו  ר שמעו נן אלעז או אדם יושב במקומו ומחור	0	0	0	0	0	0	0
בעולם ורודף שלום בין כל אחד ואחר  בקש שלום במקומך	0	0	0	0	0	0	0
שלום ורדפהו במקום אחר  אם גידלך חבירך בין בישיבה בין	0	0	0	0	0	0	0
בעמידה במסיבה עשה עמהם שלום כדי שיבא שלום ויטח	0	0	0	0	0	8	0
ל משכבך  וכן היה ר אלעזר הקפר או אהבו שלום ושנאו	0	0	0	0	0	11	0
את המחלוקת  גדול השלום שאפי ישר בשעה שעובדין עז	0	0	0	0	0	12	0
ושלום ביניהם אמ המקו איני יכול ליגע בהם שנ חבור עצבי	0	0	0	0	0	7	0
אופרים הנח לו  אבל בשעה מחלוקת מהו או חלק לבם עתה	0	0	0	7	0	0	0
יאשמו הא למדת גדול מחלוקת וגדולה שנאה  כיצד עיר שיש	0	0	0	0	0	7	0
בה מחלוקת גאלה סופה ליחרב  ואמרו חכמים מחלוקת	0	0	0	0	0	6	0
בעיר שפיכות דמים  בית הכנסת שיש בה מחלוקת סופה	0	0	0	0	0	4	0
ויחרב שני בתי דינין ומחלוקת ביניהם סופן למות  מחלוק	0	0	0	0	0	4	0
בבד חורבן לעולם  התרחק מן התרעומת שמא תתרעם על	0	0	0	0	0	4	0
אחרים ותוסיף לחטוא  ואף משה בקש שלום בין המקום	0	0	0	0	0	7	0
לישר בשעה שעשו ישר את העגל בקש המקום לכלותם	0	0	0	0	0	7	0
אמ משה לפני הק רבו של עולם זה העגל טוב לסייע לך	0	0	0	0	0	2	0
שאתה מוריד גשמים והוא מוריד טללים  את מוציא	0	0	0	0	0	5	0
אחות והוא הברך  אל המקו משה אף יתה עועה בעוגל אל	0	0	0	0	0	6	0
	0	0	0	0	0	0	0
לאו אליא אמ לו למה יחרה אפך בעמך אם לא בנך הם פני בניך	0	0	0	0	0	4	0
הם בני אהביך הם בני חסידיך הם  ולישר מהו או אתם חטאת	0	0	0	0	0	0	0
חטאה גדולה  אר הודה בר סימון משל למלך שכעס על אש	0	0	0	0	0	0	0
אשתו והוציאה מביתו כששמע השושבינים אמרו למלך	0	2	0	0	0	0	0
אי אדונינו בן אדם עושה לאשתו כך מה עשתה לך  הלטו	0	0	0	0	0	4	0
אצלה ואמ לה על מה את מכעסת את אדונך הוא קזמותך	0	0	0	0	0	3	0
הוא תכונתך כך אמ משה  כאשר פי לעיל  ומתוך כך השלים	0	0	0	0	0	2	0
המקום עמהם ונתרצה להם והם עשו תשובה גדולה ונסלח	0	1	0	0	0	0	0
להם  הרי לך גדול כח השלום  ש ננו במסכ פיאה אילו דברים	0	0	0	0	0	0	0
שאדם אוכל פירותיו בעולם הזה והקרן קיימת לעולם הבא	0	0	0	0	6	0	0
ואילו הן אחד מהם הבאת שבין אדם לחבירו  א מ ר חלבו אמ	0	6	0	0	0	0	0
רב הונא כל שיודע בחבירו שהוא רגיל ליתן לו שלום והקדי	0	8	0	0	0	0	0
לו שלום שנ בקש שלום ורודפהו  ואם נתן לו שלום ולא	0	10	0	0	0	0	0
לו שלום נקרא גולן שנ גזלת העני בבתיכם  פי אין אתה יסל	0	9	0	0	0	0	0
לגזול לעני אלא דבר זה  ואר זירא כל הנותן שלום לחבירו	0	3	0	0	0	0	0
קודם שיתפלל כאילו עשה במה שנ חדלו לכס מן האדם	0	7	0	0	0	0	0
אשר נשמה נאפו כי במה נחשב הוא אל תיקרי במה אלא	0	17	0	0	0	0	0
במה במה חשבתו לזה שהקדמת לו שלום ולא לבוראך	0	16	0	0	0	0	0
א ר יצחק אסור לו לאדם ליתן לו שלום שנ יצדק לפש יהלך ויש	0	13	0	0	0	0	0
לדרך פעמיו כלומ קודם שיתפלל  ואחר כך יעשה רצתו	0	6	0	0	0	0	0
ומצא בירושלמ אבל מותר לו לומ ינפרא דמרי טב והוא עני	0	4	0	0	0	0	0
וכן עלך  מרגליו דפומיה דאביי לעולם יהא ערום ביראה	0	4	0	0	0	0	0
מענה רך ומשיב ודובר שלום לכל אדם ויהיה אהוב למעלה	0	7	0	0	0	0	0
ונחמד למטה ומתקבל עם הבריות ואפי עם גוי  א מרן	0	9	0	0	0	0	0
עלא על ר יוחנ בן זבאי שלא קדמו אדם בשלום ואפי גוי בשוק	0	3	0	0	0	0	0
אין כופלין שלים לגוי  ורב חסדא מקדים ויהיב ליה שלמא	0	0	0	0	0	2	0
משום דרכי שלום  אמ רב פפא וביום אידם אל יכנס אד	0	0	0	0	0	0	1
לביתו של גו  ויתו לו שלום  מצא בשוק נותן לו שלום בשפה	0	4	0	0	0	0	0
יפה וכובד ראש  אמ רב יהוד מניין שכופלין שלום למלך	0	6	0	0	0	0	0
שנ ורוח לבשה את עמשא ראש השלישים לך דוד ועמך	0	10	0	0	0	0	0
בן ישי שלום לך שלום לעזרך  והא דאמ מקדימין שלום	0	7	0	0	0	0	0
מדם ואפי לגוי נר לכר הכי לנוי משום דרכי שלום או כשהגי	0	4	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
מקדימן מחזירן אבל לישר מחזידין לו תוספת ולך שלום ונרכה	0	1	0	0	0	0	0
אבל לגוי די בשלום שאינו מרבה ברכות כל כך  כי הוו מפטרי רבנ	0	2	0	0	0	0	0
מפומבדיתא והולכים לביתם אמרי מחיה חיים יתן לכם חיים	0	3	0	0	0	0	0
טובים ומתוקנין  וכן הנהו דשכניניב כשטטלין רשות מרבן	0	4	0	0	0	0	0
להם מחיה חיים יתן לך חיים ארוכים וקיימים  ותניא הבא מן	0	6	0	0	0	0	0
הדרך צריך להקדימן לו שלום שנ נקדמה פניו בתודה  כל	0	3	0	0	0	0	0
המשים שלום נתוך ביתו מעלה עליו כאילו משים שלום בין כל	0	0	0	0	0	0	0
אחד ואחד מישר לפי שכל אחד ואחד מלך בביתו שנ להאתא	0	0	0	0	0	0	0
איש שורר בביתו  א תא אליהו קאי בשוקא אמ הני בני	0	0	0	0	0	0	0
עלמא דאתי  אל מאי עבדתיהו  אל אנשי בדיחי אנן כי	0	5	0	0	0	0	0
חזינ איניש דעציבא דעתיה מבדחינן ליה  אינמי בי תרי	0	5	0	0	0	0	0
דאית להו תערא בהדי הדדי טרחינ ועבדינ שלמא בהדיהו	0	6	0	0	0	0	0
ה תקינו שיהיה אדם שואל בשם  שנ והנה בעז בא מבית	0	3	0	0	0	0	0
ויאמר לקצרים ײ עמכם והם אמרו יברכך ײײ  וכתי ויאמר מלאך	0	0	0	0	0	0	4
ײ לגדעון ײ עמך גבור החיל  וכן פרשי בשם נשמו של מקום	0	0	0	0	0	0	4
ולא אמרינ מזלזיל הוא בכבודו של מקום להוציא שם שמים	0	1	0	0	0	0	0
על אדם עמד מבעז שאמ לקצרים ײ עמכם  ומן המלאך שאמ	0	1	0	0	0	0	0
לגדעון ײ עמך גבור החיל  וכתי אל תבוז כי זקנה אמך  למוד	0	0	0	0	0	0	3
מדברי זקנך לעשות מה שראית שעשו הם  וכת עת	0	0	0	0	0	0	3
לעשות לײ הפרו תורתך  פעמים שמבטלין תורתך כדי לעשות	0	0	0	0	0	0	3
לײ  אף זה המתטין לשאול בשלום חבירו וזהו רצונו של מקו	0	1	0	0	0	0	0
שנ בקש שלום ורדפהו  וכן בגמ תני  תש אל תבוז כי זקנה	0	0	0	0	0	0	2
ומך כלומ אל תטד את בעז אם זקנה אמך וכן דריש עת לעטרת	0	0	0	0	0	0	3
מסיפיה לרישיה  הפרו תורתך מה טעם משום עת לעשות	0	4	0	0	0	0	0
לײ וצע פ הגולין  שלשה דברים עשו בד שלמטה והסכימן	0	3	0	0	0	0	0
בד שלמעלה  שאיﭏת שלום בשם  שנ ויאמר בעז לקצרים	0	3	0	0	0	0	0
עמכם  והסבימו בד שלמעלה  של ויאמר מלאך ײ אל גדעון	0	0	0	0	0	0	2
עמך גבור החיל  וזהו דבר טוב וישר  וק ההי זבב פ הספילה	0	0	0	0	0	0	2
דאמ אבינן וה בעו ואבינן היה אחר גדעון כמה שפטים	0	0	0	0	1	0	0
שמתו  לכך צע   אר אלעז כמה גחל כחה של בשה שהרי	0	1	0	0	0	0	0
סייע המקום ברקמ צא והחריב את ביתו ושרף את היכלו	0	4	0	0	0	0	0
כו כראי בגי פ הנקין דההא רחמיה קמצא ובעיל דתבבי בר	0	4	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
קמיניו  עביד סעודתיה אל זיל אייתי לי קמינא יוהבי  טנ	0	4	0	0	0	0	0
טעה השליח והביא בר קמצא שנאו  כשישב לאכל ביזהו	0	4	0	0	0	0	0
והוציאו מביתו בבושת ובכלימה לפני כל ישבי הסעודה	0	2	0	0	0	0	0
ומישבו אצלו רבנן ולא מיחו לו  קם בחמתו והלך והלשין לקיסר	0	0	0	0	1	0	0
כל כדאי התם  א מ עולא לא חרבה ירושלים אלא בשביל שלא	0	4	0	0	0	0	0
היה להם בשת זה מזה והשוו קטן לגדול שנ והיה כעס ככהן	0	5	0	0	0	0	0
מ ותר לשעת מפני השלום שנ כה תאמרון לאדני ליוסף אנא שא	0	5	0	0	0	0	0
נא לפשע אחיך  ר או מהכא שנ ויאמר שמואל איך אלך	0	0	0	0	0	0	2
ושמע שאול והרגני ויאמר ײ עגלת בקר תקח בידיך ואמרת	0	0	0	0	0	0	5
לזבח לײ באתי  תנא דבי ר ישמעאו גדול השלום שאפי המקו	0	0	0	0	0	0	5
שינה בו דמעיקר כתי ואדני זקן ולבסוף כתי ואני וקנתי	0	8	0	0	0	0	0
בר קפרא אמ כתי למה זה צחקה שרה  גדול השלום שאפילו	0	9	0	0	0	0	0
הכתובין דברו דברים נירורין בשבא ליתן שלום בין שרה	0	9	0	0	0	0	0
לאברהם  א מ רב חסדא לעולם אל יטﭏ אדם אימה יתי	0	0	0	0	0	0	3
יתירה בתוך ביתו שהרי פלגש בגבעה הטיל עליה בעלה	0	7	0	0	0	0	0
אימה יתירה ונפלו כמה רבבות מישר על זה  יש אומרים	0	9	0	0	0	0	0
ובוב מצא ולא הקפיד נימא מצא והקפיד  זבוב בקערה	0	13	0	0	0	0	0
ונימא באותו מקום  ויש או כולהו בקערה  א מ רב יהו	0	8	0	0	0	0	0
כל המטיל אימה יתירה בתוך ביתו סוף בא לידי שלש עב	0	15	0	0	0	0	0
עבירות  גילוי עריות ושפיכות דמים וחילול שבתות  גילוי	0	10	0	0	0	0	0
עריות ושפיכות דמים מפלגש בגבעה  וחילול שבתות כדאמ	0	9	0	0	0	0	0
שלשה דברים צריך אדם לומ ערב שבת עם חשיכה  עשרת	0	5	0	0	0	0	0
ערבתם הדליקו את הנר  וצרין למימרינהו בניחותא כי	0	9	0	0	0	0	0
היכי דליקבלו מציה  א ר אבהו לעולם אל יטיל אדם אימ	0	10	0	0	0	0	0
יתירה בתוך ביתו שה רי אדם גדול הטיל אימה יתירה	0	7	0	0	0	0	0
בתוך ביתו והאכילו דבר אחר  דבר אחר סד  השתא בהמיתן	0	9	0	0	0	0	0
של צדיקים כו אלא בקשו להאכילו דבר גרול ומאי ניהו	0	9	0	0	0	0	0
אבר מן החי	0	8	0	0	0	0	0
הזהר מלשון הרע  מכריז רבו	0	6	0	0	0	0	0
אלכסנדרי מאו בעי חיי מאן בעי חיי  איכנף ואתו כולי	0	7	0	0	0	0	0
עלמא לגביה  אמ להם מי האיש החפץ חיים אוהב ימרים	0	11	0	0	0	0	0
	0	0	0	0	0	0	0
לראות טוב  נצר לשונך מרע ושפתיך מדבר מרמה  ושמא י	0	13	0	0	0	0	0
יאמר אדם הואיל ונצרתי כל אלה אלך ואגרה בשינה תל סור	0	9	0	0	0	0	0
מרע ועשה טוב  ואין טוב אלא תורה שנ לקח טוב נתתי לכם	0	11	0	0	0	0	0
תורתי אל תעזובו  א מרו רבותי מעשה ברוכל אחד שהיה	0	7	0	0	0	0	0
מסבב בעיירות ומכ ריז ואמ מי מבקש סם חיים ולא אשגחו	0	0	0	0	0	0	0
ביה  עלה לעכו ושמע קולו בתו של ר ינאי שהיה צווח ואומר	0	0	0	0	0	4	0
מי מבקש סם חיים  הלכה ואמרה לאביה רוכל אחד מסבבינו	0	0	0	0	0	2	0
ואו מי מבקש סם חיים  שלח ר ינאי וקרא לו  ואל הראיני אותו	0	0	0	0	0	2	0
סם  אל ר הלא אתה יודע מה הוא  אל אעפכן הראהו לי מיד	0	0	0	0	0	2	0
הוציא ספר תילים מתוך קופתו  ופתח וקרא עד שהגיע לפ	0	1	0	0	0	0	0
לפסוק זה מי האיש החפץ חיים אוהב ימים לראות טוב	0	0	0	0	0	3	0
נצור לשונך מרע ושפתיך מדבר  מה עשה לו ר ינאי האכיל	0	5	0	0	0	0	0
והשקהו ונתן לו שלש סלעים  אמרו לו תלמידיו ר לא היית	0	5	0	0	0	0	0
יודע פסוק זה אמ להן הן אבל זה בא ובררו לי יפה סור מרע	0	0	0	0	3	0	0
ועשה טוב ותאריך ימים  וכתי שומר פיו ולשונו שומר מצר	0	0	0	0	0	2	0
נפשו  ופי ר יוסף קרא  שומר פיו מהיות רעבתן וגרגרן	0	2	0	0	0	0	0
ולשונו מלשון הרע  כי לכך כתי צרת אל תיקרי צרת אלא צ	0	2	0	0	0	0	0
צרות הם לשון רבים אחד מפיו ואחד מלשונו  ושנינו ב	0	1	0	0	0	0	0
באבות  יפה שתיקה לחכמים כל שכן לטפשים  גם אמ נ	0	1	0	0	0	0	0
שלמה גם אויל מחריש חכם יחשב  ובמגילה פ הקורא	0	0	0	5	0	0	0
ד רש ר יהוד איש כפר נבוריא  ואמ לה איש כפר נבור חיל	0	0	0	5	0	0	0
מאי דכתי לך דומיה תהלה  סמא דכולה משתוקא  כי את	0	10	0	0	0	0	0
רב אשי ורב דימי אמרי במערבא מילא בסלע משתוקא ב	0	10	0	0	0	0	0
בשנים  אר יוחנ משום ר יוסי בן זמרא מאי דכתיב	0	6	0	0	0	0	0
מה יתן לך ומה יוסיף לך לשון רמיה  אמ המקו ללשון כל א	0	8	0	0	0	0	0
אבריו של אדם זקופין ואתה מוטל כל אבריו של אדם מבחוץ	0	16	0	0	0	0	0
ואתה מבפנים  ולא עוד אלא שהקפתי לך שתי חומות אח	0	21	0	0	0	0	0
של עצם ואחת של בשר  ומה יתן ומה יוסיף לך לשון רמיה	0	22	0	0	0	0	0
שומר פיו ולשונו כו  כמה קשה לשון הרע לפי שבאים	0	13	0	0	0	0	0
עליו נגעים שנ מלשני בסתר רעהו אותו אצמית  וכתיב	0	10	0	0	0	0	0
לצמיתות  ומתרגמ לחלוטין  ואמ אין בין מצוע מוסגר	0	4	0	0	0	0	0
למצורע מוחלט  ואמ ריש לקיש זאת תורת המצורע ה	0	0	0	0	0	0	4
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
המוציא שם רע שנו רבותי על שלש עשרה דברים נגעים במיש	0	4	0	0	0	0	0
כו  ועל לשון הרע  ממרים שנ ותדבר מרים  ומה מרים שלא	0	0	0	0	0	3	0
דברה אלא באחיה ולא נתכוונה אלא לשים שלום ולהחזירו	0	0	0	0	0	0	0
ואשתו כך המספר לשון הרע ברע לא כל שכן  כך היה המעש	0	0	0	0	0	0	0
בשעה שנתנבאו אלדד ומידד אמרה צפורה למרים אוי לה	0	0	0	0	0	0	0
לנשונותיהם של אילו שנדקקים בעליהן לנבואה ויהיו פורשין	0	2	0	0	0	0	0
מנשותיהן כדרך שהיתבעלי פורש ממני  שמאם שהבר אדוני	0	0	0	0	1	0	0
עם המקום לא נגעבי והקפידה מרים מאד וקראה לאהרן	0	1	0	0	0	0	0
ולמשה  ועמדו שם שלשתם לשים שלום ביניהם  ואמרה הל	0	0	0	0	0	1	0
